Term	P-value	Genes
HMDB00657	0.01965179165403644	ATOX1,LOX,GPHN,SPARC,AFP
HMDB07865	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07864	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07863	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07862	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07861	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07860	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07858	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB07859	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB00674	0.04428951031132803	PPAP2A,AGPAT3,PLTP,CDS1
HMDB06218	0.05165520179237451	ALDH1A2,BCMO1
HMDB04861	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04863	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04860	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04865	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04859	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04858	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04855	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04854	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04857	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04856	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB04853	0.05165520179237451	ST3GAL5,ST8SIA1
HMDB01186	0.05165520179237451	GIMAP4,GIMAP7
HMDB00095	0.05755472336254432	ST8SIA1,ST3GAL5,ST6GAL1
HMDB04246	0.05916156661105567	KNG1,ACE
HMDB04945	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04944	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04943	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04942	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04946	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04941	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04936	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04937	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04938	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB04939	0.06701709627306675	ST8SIA1,ST3GAL5
HMDB07854	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07853	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07856	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07855	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07850	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07852	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07851	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB07849	0.07208949521860673	PPAP2A,AGPAT3,CDS1
HMDB00037	0.08367376030099047	ADM,CTGF
HMDB00058	0.10142482106094172	RAPGEF3,FARP1,PDE5A,MEIS1,KCNE3,ADIPOQ,PDE2A,PBX1
HMDB07170	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07100	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07107	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07108	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07103	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07101	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07102	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07129	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07128	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07112	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07141	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07137	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07136	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
HMDB07131	0.11449055889623885	PRKCA,CDS1,DGAT2,LPL
