Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
CSNK1E,7,148,0.14583333333333334,0.03264945951908228,0.11318387381425106,0.0010156324454353586,-0.7484974093849738,5.158826600394505,SMARCA2;HDAC2;HDAC1;HSP90AB1;HSP90AA1;ESR1;TP53
TBK1,5,59,0.10416666666666667,0.013015662916390912,0.09115100375027577,4.897404532919795E-4,-0.6330970642264736,4.825234739530405,HSP90AB1;HSP90AA1;RELA;SFPQ;CALM1
TRIM24,6,95,0.125,0.020957423339951466,0.10404257666004854,5.736169263513244E-4,-0.637280134435409,4.756371357223141,RARA;AR;ESR1;PML;NR3C1;SUMO1
ABL1,7,151,0.14583333333333334,0.03331127288771233,0.11252206044562102,0.0011371782784955578,-0.6260892512706944,4.244387557486909,EP300;JUN;TP53;ESR1;RB1;MDM2;CEBPB
PIM1,4,27,0.08333333333333333,0.005956320317670417,0.07737701301566291,2.713382146574796E-4,-0.5000626153980559,4.106586452022941,NFATC1;HSP90AA1;RELA;MDM2
CAMK4,4,25,0.08333333333333333,0.005515111405250386,0.07781822192808294,2.0799124707495642E-4,-0.37329188103108585,3.1647740027049984,RELA;CREBBP;EP300;CALM1
MAPK10,6,121,0.125,0.026693139201411867,0.09830686079858814,0.001905050558795351,-0.25083479574182677,1.5710402143772035,JUN;TP53;HMGA1;NR3C1;NFATC1;CEBPB
CDK7,4,31,0.08333333333333333,0.006838738142510479,0.07649459519082286,4.378542351869221E-4,-0.060786763185316686,0.470102001006378,RARA;AR;ESR1;TP53
IRAK1,4,39,0.08333333333333333,0.008603573792190603,0.07472975954114272,9.705110457895687E-4,-0.057895156605944686,0.4016585201516309,SUMO1;HSP90AA1;STAT3;JUN
CHEK1,4,35,0.08333333333333333,0.00772115596735054,0.07561217736598279,6.670012981158653E-4,0.008820884560315384,-0.06450464629143657,HSP90AA1;RELA;TP53;RB1
GSK3A,4,44,0.08333333333333333,0.009706596073240679,0.07362673726009265,0.0014726249113525278,0.1261635795860983,-0.8226759657402437,NFATC1;CEBPA;TP53;JUN
MAPKAPK2,4,40,0.08333333333333333,0.008824178248400618,0.07450915508493271,0.0010594019407023383,0.12637062433018056,-0.865645188323977,ESR1;TP53;NCOA1;MDM2
PRKCA,11,487,0.22916666666666666,0.10743437017427752,0.12173229649238913,0.012034288941078313,0.25455476592698,-1.1251308669733906,AR;TP53;EP300;ESR1;NFATC1;RARA;CREBBP;SMAD3;FOS;HSP90AA1;MYOG
PRKAA1,4,41,0.08333333333333333,0.009044782704610633,0.0742885506287227,0.001153871902004632,0.180327744953594,-1.2198508557339771,TP53;RB1;EP300;KPNA2
RPS6KA3,9,365,0.1875,0.08052062651665563,0.10697937348334437,0.014063431690904992,0.3072329914390755,-1.310095962541167,CREBBP;SMAD3;AR;TP53;STAT3;FOS;ESR1;MDM2;CEBPB
LYN,1,144,0.020833333333333332,0.03176704169424222,-0.01093370836090889,0.7881738671604246,6.289659834022465,-1.49716905246358,CSNK2A1
CDK4,4,51,0.08333333333333333,0.011250827266710787,0.07208250606662255,0.002446384017619119,0.29031808133299275,-1.7457245031313984,RB1;NCOA2;CEBPA;SMAD3
RPS6KA1,4,75,0.08333333333333333,0.01654533421575116,0.06678799911758217,0.00897189827629049,0.3805615380948235,-1.7938369386457416,FOS;ESR1;CEBPB;CREBBP
ATR,4,63,0.08333333333333333,0.013898080741230973,0.06943525259210236,0.005015788134083014,0.3538515261274464,-1.873702115345134,TP53;MDM2;PML;SP1
EGFR,7,247,0.14583333333333334,0.054489300683873816,0.09134403264945953,0.015502947588049964,0.4699594344958179,-1.9581917745930264,AR;STAT3;CALM1;FOS;HSP90AA1;ESR1;CEBPB
PRKG1,1,114,0.020833333333333332,0.02514890800794176,-0.004315574674608427,0.7067544782721347,6.092274555680999,-2.1144575855954253,NFATC1
JAK2,1,92,0.020833333333333332,0.020295609971321422,5.377233620119104E-4,0.6282840946197662,6.373868754059591,-2.9623373110292657,STAT3
RAF1,4,84,0.08333333333333333,0.018530774321641297,0.06480255901169203,0.013002150475638768,0.694456692830034,-3.015775769500906,AR;HSP90AA1;RB1;NR3C1
IGF1R,5,144,0.10416666666666667,0.03176704169424222,0.07239962497242444,0.01891672033132664,0.803795406543539,-3.189226328499363,ETS1;ESR1;UBC;MDM2;STAT3
MAP3K14,5,145,0.10416666666666667,0.03198764615045224,0.07217902051621443,0.019417527173725038,0.8474921032384598,-3.3404572108861363,RARA;HSP90AB1;HSP90AA1;SFPQ;CALM1
INSR,2,175,0.041666666666666664,0.0386057798367527,0.0030608868299139627,0.5593788294132743,5.8402871081321655,-3.392788318783946,HMGA1;CALM1
SYK,1,85,0.020833333333333332,0.018751378777851314,0.0020819545554820185,0.599252305686987,6.958869020967129,-3.5634458607284953,STAT3
TGFBR1,2,166,0.041666666666666664,0.03662033973086257,0.005046326935804098,0.5307309262943509,5.6843289761153795,-3.6010230675348294,SMAD3;PML
HCK,1,77,0.020833333333333332,0.01698654312817119,0.0038467902051621435,0.5633493915731693,6.722119806840604,-3.857523771782611,STAT3
RIPK3,4,95,0.08333333333333333,0.020957423339951466,0.06237590999338186,0.019306431236222197,0.9919525661100413,-3.9155512411914852,HSP90AB1;HSP90AA1;UBC;CALM1
SGK1,1,76,0.020833333333333332,0.016765938671961175,0.004067394661372157,0.5586457943584251,6.730163481444541,-3.918568018032362,KPNA2
PTK2B,1,70,0.020833333333333332,0.01544231193470108,0.0053910213986322515,0.5293645072822296,6.286849831677754,-3.998927085555608,STAT3
PRKCE,1,70,0.020833333333333332,0.01544231193470108,0.0053910213986322515,0.5293645072822296,6.391993436445404,-4.065806623040298,STAT3
PRKCB,7,283,0.14583333333333334,0.06243106110743437,0.08340227222589897,0.029771647941154805,1.1871988429887004,-4.172052689700506,TP53;STAT3;HMGB2;HSP90AB1;RB1;HMGA1;CEBPB
ACVR1,1,70,0.020833333333333332,0.01544231193470108,0.0053910213986322515,0.5293645072822296,6.714755064480736,-4.271108205086209,CREBBP
SRC,8,346,0.16666666666666666,0.07632914184866535,0.09033752481800131,0.028894079443877382,1.2459052058746642,-4.415635774587691,ETS1;ETS2;AR;STAT3;SFPQ;HSP90AB1;HSP90AA1;ESR1
CDK1,11,567,0.22916666666666666,0.12508272667107875,0.1040839399955879,0.033285850512119824,1.303471443894793,-4.435221760823182,MAPK8;AR;TP53;CSNK2A1;ESR1;RB1;HMGA1;NCOA1;CEBPA;CEBPB;RARA
JAK1,1,66,0.020833333333333332,0.01455989410986102,0.006273439223472312,0.5087956233152258,6.817874148391085,-4.606898029575602,STAT3
PDGFRB,1,62,0.020833333333333332,0.013677476285020957,0.007155857048312375,0.48734731288840244,6.4571719140577475,-4.641274676254857,STAT3
CAMK2A,4,105,0.08333333333333333,0.02316346790205162,0.06016986543128171,0.026449485520935633,1.3109604418730898,-4.762088152092638,ETS1;ETS2;MYOG;CEBPB
CAMK2G,3,40,0.0625,0.008824178248400618,0.05367582175159938,0.009934663958700178,1.0609727007692138,-4.892914569864696,CEBPB;SMAD3;CALM1
FYN,3,216,0.0625,0.04765056254136334,0.014849437458636663,0.4047983166452589,5.502472810191845,-4.976251083516108,CSNK2A1;HSP90AA1;NR3C1
PRKCZ,4,104,0.08333333333333333,0.022942863445841608,0.06039046988749172,0.025672528426973627,1.3636498327616569,-4.994140862432251,RELA;CREBBP;STAT3;SP1
EIF2AK2,3,42,0.0625,0.009265387160820648,0.05323461283917935,0.011257659194046792,1.1337554105941472,-5.086827843515488,HSP90AA1;TP53;STAT3
AKT2,3,41,0.0625,0.009044782704610633,0.053455217295389365,0.010584073374772062,1.1524720863733622,-5.241909707340246,HSP90AB1;HSP90AA1;ESR1
PRKACB,2,120,0.041666666666666664,0.026472534745201854,0.01519413192146481,0.3672844827027466,5.510673770384319,-5.519593203553466,SMAD3;TP53
ADRBK1,1,56,0.020833333333333332,0.012353849547760865,0.008479483785572468,0.4534450862974592,7.029086389873424,-5.55917161403319,MDM2
AURKA,3,51,0.0625,0.011250827266710787,0.05124917273328922,0.018430196723585476,1.439476542636865,-5.748930794288074,AR;TP53;PML
RIPK2,3,48,0.0625,0.010589013898080741,0.05191098610191926,0.015814961516686352,1.4049463100714352,-5.8260297507416805,HSP90AA1;UBE2I;CALM1
CSNK2B,3,43,0.0625,0.009485991617030664,0.05301400838296934,0.011955581378448201,1.352136118679811,-5.985307666924545,CSNK2A1;ESR1;TP53
RPS6KB1,3,48,0.0625,0.010589013898080741,0.05191098610191926,0.015814961516686352,1.454958949244167,-6.0334221056272055,FOS;ESR1;MDM2
FGFR1,1,50,0.020833333333333332,0.011030222810500772,0.00980311052283256,0.41735058404975833,7.110345510177767,-6.213223840475868,CREBBP
BCR,1,48,0.020833333333333332,0.010589013898080741,0.010244319435252591,0.40480820444286847,6.952096705242439,-6.287072296975269,TP53
PAK2,1,48,0.020833333333333332,0.010589013898080741,0.010244319435252591,0.40480820444286847,7.169288936138102,-6.483488330278241,JUN
PDPK1,1,48,0.020833333333333332,0.010589013898080741,0.010244319435252591,0.40480820444286847,7.2628631241296135,-6.568111388612535,HSP90AA1
PTK2,2,95,0.041666666666666664,0.020957423339951466,0.0207092433267152,0.2703020699584365,5.036598758499292,-6.588954889614802,TP53;SUMO1
RIPK1,3,54,0.0625,0.011912640635340834,0.05058735936465916,0.02127251166169237,1.7215461811579447,-6.628537386399273,HSP90AB1;NFKB1;HSP90AA1
CSNK1A1,3,99,0.0625,0.02183984116479153,0.040660158835208474,0.09031549711882446,2.7767920914834505,-6.6766472345848555,HMGB2;TP53;KPNA2
CDK5,3,103,0.0625,0.02272225898963159,0.039777741010368406,0.09863024309998863,2.9269476095020037,-6.779915115828474,TP53;NR3C1;STAT3
MAP3K3,4,193,0.08333333333333333,0.04257666004853298,0.04075667328480035,0.14977344961881336,3.602688098898982,-6.840176974026488,CALM1;HSP90AB1;HSP90AA1;UBC
KDR,1,42,0.020833333333333332,0.009265387160820648,0.011567946172512684,0.3655736709226238,6.98881921169785,-7.032761119459985,HSP90AA1
PLK1,2,92,0.041666666666666664,0.020295609971321422,0.021371056695345243,0.25855597481452525,5.264827423233456,-7.121432336544668,TP53;MDM2
LCK,4,161,0.08333333333333333,0.035517317449812486,0.04781601588352084,0.0929124166326261,2.998918386126991,-7.125723938050618,HSP90AA1;ESR1;NR3C1;STAT3
ERBB2,3,125,0.0625,0.02757555702625193,0.03492444297374807,0.14938634728860556,3.802080290273003,-7.22858878567666,HSP90AA1;ESR1;STAT3
FGFR3,1,44,0.020833333333333332,0.009706596073240679,0.011126737260092653,0.3789252492304288,7.512997888948054,-7.290735800632869,STAT3
CSNK1D,3,85,0.0625,0.018751378777851314,0.04374862122214869,0.06379347544898124,2.6674031721103444,-7.340971898644603,TP53;HIF1A;MDM2
PAK1,2,92,0.041666666666666664,0.020295609971321422,0.021371056695345243,0.25855597481452525,5.4658779562246265,-7.393381947011393,CSNK2A1;ESR1
MTOR,2,86,0.041666666666666664,0.018971983234061327,0.022694683432605337,0.2351179042764778,5.107460367664933,-7.393907805501212,JUN;STAT3
PRKD1,2,54,0.041666666666666664,0.011912640635340834,0.02975402603132583,0.11598831249491684,3.8740087949642517,-8.345644839154554,JUN;MAPK8
MAP3K5,1,40,0.020833333333333332,0.008824178248400618,0.012009155084932714,0.3519411719040826,8.130596294608543,-8.490710507766918,MAPK8
MET,1,38,0.020833333333333332,0.008382969335980588,0.012450363997352745,0.3380219698628542,7.8729863753616565,-8.539390473226375,STAT3
BTK,2,59,0.041666666666666664,0.013015662916390912,0.028651003750275753,0.13345912060172124,4.270673084780422,-8.600965025292155,RELA;TP53
EPHB2,1,38,0.020833333333333332,0.008382969335980588,0.012450363997352745,0.3380219698628542,8.081749500049293,-8.765824224426241,FOS
MAP2K1,1,39,0.020833333333333332,0.008603573792190603,0.01222975954114273,0.3450177746749803,8.327411331019956,-8.861692566586058,EP300
CDK6,3,25,0.0625,0.005515111405250386,0.056984888594749615,0.0029432309386282535,1.5651880802019498,-9.12230326867976,CEBPA;AR;RB1
CSK,2,47,0.041666666666666664,0.010368409441870726,0.03129825722479594,0.09268086816331944,4.217623562065932,-10.03201077609486,CREBBP;RB1
AURKB,2,43,0.041666666666666664,0.009485991617030664,0.032180675049636,0.08007885544605635,3.974901854926315,-10.03560736978755,TP53;RB1
ITK,1,31,0.020833333333333332,0.006838738142510479,0.013994595190822853,0.28696073710366066,8.209408061357689,-10.24870610892663,KPNA2
MAPK7,3,20,0.0625,0.004412089124200309,0.05808791087579969,0.001650625648296482,1.6046667831808048,-10.280459628690599,PML;FOS;ETS1
CAMK2D,1,35,0.020833333333333332,0.00772115596735054,0.013112177365982792,0.3165926628928413,9.027997061627758,-10.383454279496965,CEBPB
JAK3,1,35,0.020833333333333332,0.00772115596735054,0.013112177365982792,0.3165926628928413,9.198203458579972,-10.57921534684855,STAT3
RET,2,40,0.041666666666666664,0.008824178248400618,0.03284248841826605,0.07102051689688361,4.0577571072235825,-10.731901109146529,STAT3;MAPK8
PLK3,3,18,0.0625,0.003970880211780278,0.05852911978821972,0.001257967106180616,1.6807841898104288,-11.224710913595695,TP53;HIF1A;JUN
PDGFRA,1,31,0.020833333333333332,0.006838738142510479,0.013994595190822853,0.28696073710366066,9.118844468031977,-11.384055501611297,STAT3
TNK2,1,27,0.020833333333333332,0.005956320317670417,0.014877013015662915,0.2560718961586765,8.885760967163433,-12.105045770965974,AR
TRIM28,3,21,0.0625,0.004632693580410324,0.057867306419589676,0.001872614526886989,1.943520176296183,-12.206122367354617,CEBPB;ESR1;NR3C1
TEC,1,25,0.020833333333333332,0.005515111405250386,0.015318221928082947,0.24013992219389454,8.749540674402517,-12.481513024989074,TP53
TGFBR2,2,37,0.041666666666666664,0.00816236487977057,0.03350430178689609,0.06233278800778927,4.575660901829995,-12.698683904128456,PML;SMAD3
CAMK2B,2,32,0.041666666666666664,0.007059342598720494,0.03460732406794617,0.048764147128962716,4.338169007492505,-13.104567090570226,CEBPB;ETS1
NUAK1,1,31,0.020833333333333332,0.006838738142510479,0.013994595190822853,0.28696073710366066,10.71632028694615,-13.378360092368919,HSP90AA1
MAPK11,2,27,0.041666666666666664,0.005956320317670417,0.035710346348996246,0.03647177061722595,4.072950905020352,-13.486423158334606,HDAC3;JUN
ABL2,1,23,0.020833333333333332,0.0050739024928303554,0.015759430840502978,0.2238740059810112,9.691291159081706,-14.504682752009876,CEBPB
FLT1,1,23,0.020833333333333332,0.0050739024928303554,0.015759430840502978,0.2238740059810112,9.73761030864536,-14.57400731967949,STAT3
HIPK3,2,26,0.041666666666666664,0.005735715861460402,0.035930950805206266,0.034181223368847456,4.326978097372395,-14.608219065809505,SUMO1;AR
DYRK1A,1,22,0.020833333333333332,0.004853298036620339,0.01598003529671299,0.21561368497840774,9.738671602056217,-14.941722151583674,TP53
CAMK1,2,24,0.041666666666666664,0.005294506949040371,0.03637215971762629,0.029779368264391044,4.264550157910458,-14.985371101931355,EP300;CALM1
NTRK3,2,19,0.041666666666666664,0.004191484667990294,0.037475181998676374,0.019889733340054803,3.8347391453735264,-15.022788447469065,FOS;JUN
STK11,2,32,0.041666666666666664,0.007059342598720494,0.03460732406794617,0.048764147128962716,5.009322469267177,-15.131960572176036,TP53;SMARCA4
MAP2K4,1,23,0.020833333333333332,0.0050739024928303554,0.015759430840502978,0.2238740059810112,10.266551374623125,-15.365658528025229,MAPK8
TTN,1,26,0.020833333333333332,0.005735715861460402,0.01509761747187293,0.24814722927468216,11.112884386143717,-15.488394166864085,CALM1
FGR,2,22,0.041666666666666664,0.004853298036620339,0.03681336863004633,0.02562630196242614,4.236301630877942,-15.522385458814611,HSP90AA1;CSNK2A1
DAPK3,2,23,0.041666666666666664,0.0050739024928303554,0.036592764173836306,0.027670989714854797,4.345655951405274,-15.589478907559407,TP53;MDM2
CDK3,2,30,0.041666666666666664,0.0066181336863004635,0.0350485329803662,0.04368479134296399,5.0184959896802726,-15.71168272522848,RB1;JUN
DAPK1,1,21,0.020833333333333332,0.004632693580410324,0.016200639752923008,0.207267299893623,9.989872407365414,-15.721521890436762,TP53
FES,1,23,0.020833333333333332,0.0050739024928303554,0.015759430840502978,0.2238740059810112,10.522321237837943,-15.748462084595642,STAT3
MAP2K3,1,20,0.020833333333333332,0.004412089124200309,0.016421244209133025,0.198833973297358,10.017845703064713,-16.181676973615627,SMAD3
RPS6KA2,2,21,0.041666666666666664,0.004632693580410324,0.03703397308625634,0.0236468280090906,4.458716706514272,-16.695781950731636,ESR1;FOS
FER,2,16,0.041666666666666664,0.003529671299360247,0.038136995367306414,0.014782661365775412,4.085515625051242,-17.21758978284746,STAT3;CALM1
CSNK1G1,2,24,0.041666666666666664,0.005294506949040371,0.03637215971762629,0.029779368264391044,4.9075731225060855,-17.244914874363136,NFATC1;TP53
MST1R,1,19,0.020833333333333332,0.004191484667990294,0.01664184866534304,0.19031281901092686,10.616188786272081,-17.61317172621885,RELA
WEE1,2,18,0.041666666666666664,0.003970880211780278,0.03769578645488639,0.018115279412713493,4.413815652207944,-17.703812508146694,SMAD3;CSNK2A1
GRK5,1,19,0.020833333333333332,0.004191484667990294,0.01664184866534304,0.19031281901092686,10.838567553553618,-17.982117257920343,TP53
MAPKAPK5,2,20,0.041666666666666664,0.004412089124200309,0.037254577542466354,0.021734114760461526,4.699638502212374,-17.994314948592645,TP53;JUN
MAP2K7,1,21,0.020833333333333332,0.004632693580410324,0.016200639752923008,0.207267299893623,11.58731446365583,-18.23548996055522,MAPK8
STK4,1,18,0.020833333333333332,0.003970880211780278,0.016862453121553055,0.18170294203139903,10.948869884719347,-18.672006848166944,TP53
MAP3K2,1,18,0.020833333333333332,0.003970880211780278,0.016862453121553055,0.18170294203139903,11.12652323014416,-18.97497368559383,MAPK8
PBK,1,18,0.020833333333333332,0.003970880211780278,0.016862453121553055,0.18170294203139903,11.751039319796918,-20.04001225355245,TP53
MAP2K6,1,17,0.020833333333333332,0.0037502757555702626,0.01708305757776307,0.17300343842296917,11.828722477372565,-20.752828923591228,RELA
NLK,2,14,0.041666666666666664,0.003088462386940216,0.03857820427972645,0.011749529244726071,4.728681562125422,-21.013987087846566,CREBBP;STAT3
FGFR4,1,18,0.020833333333333332,0.003970880211780278,0.016862453121553055,0.18170294203139903,13.019910962024602,-22.203923254649112,STAT3
MYLK,1,16,0.020833333333333332,0.003529671299360247,0.017303662033973086,0.16421339525589757,12.39857715533214,-22.3991269843883,CALM1
EEF2K,1,16,0.020833333333333332,0.003529671299360247,0.017303662033973086,0.16421339525589757,12.51396945953913,-22.60759339489428,MAPK8
PRKAA2,1,17,0.020833333333333332,0.0037502757555702626,0.01708305757776307,0.17300343842296917,13.006427606896512,-22.819046397388547,TP53
MELK,1,14,0.020833333333333332,0.003088462386940216,0.017744870946393116,0.14635799290958112,12.636888914482464,-24.284305033190424,SMAD3
TRIB3,1,16,0.020833333333333332,0.003529671299360247,0.017303662033973086,0.16421339525589757,13.491500778604127,-24.37359024055144,RELA
TTK,1,14,0.020833333333333332,0.003088462386940216,0.017744870946393116,0.14635799290958112,12.780797222583956,-24.560853578833008,TP53
CSNK1G2,1,15,0.020833333333333332,0.0033090668431502318,0.0175242664901831,0.15533189048917334,13.295063173760676,-24.757949941623153,TP53
BMX,2,14,0.041666666666666664,0.003088462386940216,0.03857820427972645,0.011749529244726071,5.590546026162545,-24.844062867068498,TP53;STAT3
RPS6KA4,2,10,0.041666666666666664,0.0022060445621001545,0.03946062210456651,0.006636877868354157,4.9602068463634215,-24.87600094605999,FOS;RELA
BUB1B,1,14,0.020833333333333332,0.003088462386940216,0.017744870946393116,0.14635799290958112,13.22402808387548,-25.412610170868213,HDAC1
BUB1,1,14,0.020833333333333332,0.003088462386940216,0.017744870946393116,0.14635799290958112,13.259755038201318,-25.48126664657413,HDAC1
EPHA3,2,11,0.041666666666666664,0.0024266490183101697,0.039240017648356496,0.0077914136181277275,5.559526117966296,-26.990014741470326,TP53;STAT3
CDK8,1,15,0.020833333333333332,0.0033090668431502318,0.0175242664901831,0.15533189048917334,14.594948065664196,-27.178584177279543,SMAD3
DMPK,1,15,0.020833333333333332,0.0033090668431502318,0.0175242664901831,0.15533189048917334,14.655478006470508,-27.291302501733217,SP1
CDK14,1,12,0.020833333333333332,0.0026472534745201853,0.018186079858813146,0.12812924799922165,13.365177936898114,-27.461641936254082,RB1
ERN1,1,12,0.020833333333333332,0.0026472534745201853,0.018186079858813146,0.12812924799922165,14.178418428156712,-29.132620002124128,HSP90AA1
GAK,2,11,0.041666666666666664,0.0024266490183101697,0.039240017648356496,0.0077914136181277275,6.0325208511552715,-29.286277867234396,AR;CREBBP
MKNK2,1,9,0.020833333333333332,0.001985440105890139,0.018847893227443194,0.10006936609833461,13.581952970558577,-31.264184438974784,ESR1
EPHB1,1,13,0.020833333333333332,0.002867857930730201,0.017965475402603133,0.1372907620322722,15.764361797402964,-31.30257202611117,STAT3
CAMKK1,1,11,0.020833333333333332,0.0024266490183101697,0.018406684315023163,0.11887249151040138,14.764914457994223,-31.444895317445862,CALM1
CSNK1A1L,1,12,0.020833333333333332,0.0026472534745201853,0.018186079858813146,0.12812924799922165,15.518084079766519,-31.885252149073708,TP53
CSNK1G3,1,11,0.020833333333333332,0.0024266490183101697,0.018406684315023163,0.11887249151040138,14.977576877850442,-31.897803293943678,TP53
