TF,Target/Input,Targets/Database,Fraction/Input,Fraction/Database,Difference,P-value,Z-score,Combined Score,Genes
RBPJ,26,1735,0.13541666666666666,0.08332132737837968,0.05209533928828698,0.01016892976860069,-1.6007429295381341,7.344878165284221,APOE;PPBP;AMBP;LRR1;CSNK1G1;AHR;4930471M23RIK;GLIPR2;TSPAN13;GAB3;MACROD1;SRSF3;SRSF1;ACSL1;FGD4;C1QB;PPFIA4;TLK2;TCF4;TSC22D1;CHD7;SNIP1;MGAT2;LGMN;MYL10;B3GNT8
E2F1,41,3056,0.21354166666666666,0.14676079335350334,0.06678087331316332,0.008335217266186282,-1.2521097529114136,5.994182068228298,MEF2C;PSG28;ENC1;HIAT1;VEGFA;TMEM176B;LRR1;LIN7C;RPA2;REPIN1;SLC40A1;MACROD1;CPD;TM9SF2;SRSF1;MYCN;C3AR1;ABCA1;MEIS1;FGD4;P2RX3;PTGER4;C1QB;LY6A;TEX14;ELTD1;PLXNB2;ITGB5;AOAH;PRKD3;TCF4;DPP7;ZDHHC6;CELA1;TSPAN2;ASPH;CHD7;SNIP1;MGAT2;ENPP1;AGBL5
NKX3-2,16,1122,0.08333333333333333,0.05388272583201268,0.02945060750132065,0.05776746884324958,-1.809754342390552,5.160205916212843,SRSF3;HIF1A;CD34;ELTD1;ITGB5;PTPRCAP;FOXP1;PTPRO;MYB;RASA4;P2RY14;COX6A2;CBR3;SLC15A3;MALAT1;9030617O03RIK
EN1,13,957,0.06770833333333333,0.04595879556259905,0.02174953777073428,0.10826963110950917,-1.6169695744435764,3.5947345059347215,F7;MEIS1;C1QC;VEGFA;ZFP110;LY6A;LRR1;ELTD1;MINPP1;SERPINA3G;TSC22D1;LGMN;H2-AA
HMGA1,21,1748,0.109375,0.08394563703596984,0.02542936296403016,0.13015414871263611,-1.7608813918208261,3.590500147565954,RALGPS2;HIAT1;EEPD1;PPBP;GBE1;CSNK1G1;FOXP1;PTPRO;DAB2;ATP5F1;TSPAN13;DEPDC1A;PRPF38A;IL1F9;SRSF3;TMEM106A;FABP4;SLC1A4;MMD;TCF4;CALCRL
SP3,16,1129,0.08333333333333333,0.05421889257071508,0.02911444076261825,0.06035444737499164,-1.272002251679128,3.571172577131794,MMP14;HIF1A;PTGER4;CD72;OLFM1;SASH1;ITGB5;FOXP1;VGLL4;SHMT1;CELA1;DAB2;SLC2A3;MGAT2;LGMN;B3GNT8
SPI1,21,1680,0.109375,0.08068001728857513,0.02869498271142487,0.09734484908981958,-1.529009980732738,3.5618218081267536,MEF2C;ENC1;SDC1;ZFP110;CYP4F16;VGLL4;APOC2;FRMD4B;APOBEC1;HOXA9;IFNGR2;9030617O03RIK;TMEM141;TFRC;FGD4;C1QC;C1QB;STYX;TSC22D1;STC2;B3GNT8
CBEPA,20,1764,0.10416666666666667,0.08471401815300389,0.019452648513662782,0.1992803403771981,-2.130821522906415,3.4371061025158984,IL18;CD34;CD28;TMEM176A;LRR1;RPA2;DAB2;PF4;IL1F9;MACROD1;APOBEC1;HOXA9;DNAJA2;FABP4;OLR1;ITGB5;STYX;MGAT2;H2-AA;F2R
ESRRB,2,65,0.010416666666666666,0.003121548287950824,0.007295118378715842,0.12510596250349082,-1.5078357689653281,3.1341786850497058,MYCN;SHMT1
CACYBP,21,1656,0.109375,0.07952744561302406,0.029847554386975936,0.0871892088984698,-1.2075836194607439,2.9461112128522675,IL18;VEGFA;AMBP;TMEM176B;PTPRCAP;APOC2;LILRB3;LEPROT;F7;TMEM119;TMEM106A;MEIS1;DNAJA2;FABP5;C1QC;TMEM51;P4HA2;FBXW11;STC2;TBRG4;MYL10
RUNX2,20,1750,0.10416666666666667,0.0840416846755991,0.020124981991067575,0.18980158071873302,-1.323370383293406,2.1991452274278704,CCL3;CD72;ZFP110;CD28;AF251705;SHMT1;COX6A2;SLC15A3;APOBEC1;9030617O03RIK;GPNMB;C1QC;LY6A;RAB34;RASA4;SLC2A3;SERPINA3G;CMPK2;H2-AA;F2R
NKX2-5,7,515,0.036458333333333336,0.024732267204533448,0.011726066128799888,0.20192874198115068,-1.3338280693675737,2.133912040412423,ITFG1;MYB;HIF1A;C1QB;CD34;ELTD1;FOXP1
FOXO3A,8,597,0.041666666666666664,0.02867022042933295,0.012996446237333713,0.1903568921783934,-1.1981375425179432,1.9875359605210552,PKIB;C3AR1;TSPAN13;IL1F9;CD28;ELTD1;FOXP1;SGPP1
NFATC3,20,1801,0.10416666666666667,0.08649089948614513,0.017675767180521537,0.2254269811764419,-1.3074185397143558,1.9477385114743846,VEGFA;AMFR;CD28;LRR1;AHR;LIN7C;DAB2;PRPF38A;HOXA5;SRSF1;FABP4;SLC1A4;TEX14;ITFG1;OCEL1;DPP4;TSC22D1;TLR6;PPP1CB;B3GNT8
MYB,22,1902,0.11458333333333333,0.09134130528742256,0.023242028045910773,0.1614814654213266,-1.0159236355243286,1.8523995063228897,IL18;HIAT1;SENP2;TMEM176B;LIN7C;FOXP1;REPIN1;NUDT14;ECM1;CPD;NINJ1;TM9SF2;ARG1;TMEM106A;MMD;LPXN;ITGB5;OCEL1;TSC22D1;SNIP1;LGMN;TLR6
EBF1,1,22,0.005208333333333333,0.0010565240359218173,0.004151809297411516,0.19039801227872521,-1.01760937814473,1.6878461906412539,SLC2A3
PAX2,17,1516,0.08854166666666667,0.07280411083897613,0.01573755582769054,0.2370761252045693,-1.1153017806737682,1.605336369671374,CCL3;RABGGTA;C1QC;APOE;DSP;KMO;PTPRO;P2RY14;SLC40A1;COL4A1;GAB3;STC2;INPPL1;CBR3;MYL10;CTSB;CYP51
ELK1,20,1727,0.10416666666666667,0.08293713681986266,0.021229529846804013,0.1747482859648225,-0.8510268517907271,1.4845386496568544,RALGPS2;AMBP;CYP4F16;TST;SHMT1;TMEM216;PF4;CKB;PRPF38A;USP5;LEPROT;MEIS1;FABP4;FABP5;OLFM1;STC2;TBRG4;CBR3;LGMN;B3GNT8
TP53,15,1266,0.078125,0.060798155885319116,0.017326844114680884,0.19462213338807788,-0.8419760381801215,1.3780582899374079,IL18;GRINA;CD28;ITGB5;TPR;RPA2;PTPRO;SHMT1;TSPAN2;STYX;APOC2;CKB;MTFR1;NINJ1;F2R
ELF5,7,556,0.036458333333333336,0.026701243816933198,0.009757089516400138,0.2567409023641237,-0.936882206814126,1.2738673671942107,SHMT1;FABP5;DEPDC1A;LILRB3;ENPP1;ECM1;MYL10
ETS1,19,1681,0.09895833333333333,0.08072804110838976,0.018230292224943573,0.21081914472456148,-0.7746323214736051,1.2059124662186784,MMP14;GRINA;VEGFA;TMPO;TPR;VGLL4;MINPP1;HDC;GAB3;PION;MACROD1;BAMBI;MYCN;OLFM1;SLC2A3;SNIP1;MGAT2;PPP1CB;CYP51
NR5A1,12,1020,0.0625,0.04898429621092062,0.013515703789079382,0.23541208871674033,-0.7397888196600719,1.07004366634964,F7;C3AR1;GRINA;C1QB;CD72;OLFM1;DSP;P2RY14;MUC13;ENPP1;COX6A2;HOXA9
NFKB1,35,3284,0.18229166666666666,0.15771022427123854,0.024581442395428116,0.2011642216939249,-0.6128828660215266,0.9828396065531483,SDC3;VEGFA;FUS;SASH1;HDC;NUDT14;SLC15A3;IFNGR2;ARL4C;ACSL1;MEIS1;ENPP1;MYL10;PSG28;PKIB;APOE;FOXP1;GLIPR2;APOC2;GAB3;MUC13;BAMBI;TMEM141;TMEM106A;SLC1A4;C1QB;ZDHHC14;PPFIA4;RAB34;RASA4;SERPINA3G;TSC22D1;LGMN;B3GNT8;F2R
PRDM1,3,196,0.015625,0.0094126686836671,0.006212331316332901,0.27376445950830586,-0.7061734075683513,0.9148385957435968,DUSP16;TEX14;PYHIN1
TBX5,18,1663,0.09375,0.07986361235172645,0.013886387648273546,0.2752356770807062,-0.6207439729400037,0.8008388952573007,MMP14;IL7R;TST;CSGALNACT2;CDADC1;HDC;PF4;LILRB3;ECM1;PRPF38A;IL1F9;NINJ1;PTGER4;OLFM1;ELTD1;PLXNB2;IFI203;CYP51
IRF8,19,1770,0.09895833333333333,0.08500216107189165,0.013956172261441677,0.27961028488884193,-0.5453282904999505,0.6949437341114203,RALGPS2;PSG28;PKIB;SASH1;CLEC4N;LILRB3;COX6A2;PRPF38A;IL1F9;HOXA7;HOXA9;MYCN;FGD4;FABP5;TEX14;TMEM51;P2RY14;CALCRL;CTSB
