Term	P-value	Genes
HMDB07703	0.4217863792683453	PRKD3
HMDB07706	0.4217863792683453	PRKD3
HMDB07705	0.4217863792683453	PRKD3
HMDB07720	0.4217863792683453	PRKD3
HMDB07721	0.4217863792683453	PRKD3
HMDB07722	0.4217863792683453	PRKD3
HMDB07723	0.4217863792683453	PRKD3
HMDB07724	0.4217863792683453	PRKD3
HMDB07726	0.4217863792683453	PRKD3
HMDB07725	0.4217863792683453	PRKD3
HMDB07728	0.4217863792683453	PRKD3
HMDB07727	0.4217863792683453	PRKD3
HMDB07729	0.4217863792683453	PRKD3
HMDB07712	0.4217863792683453	PRKD3
HMDB07713	0.4217863792683453	PRKD3
HMDB07710	0.4217863792683453	PRKD3
HMDB07711	0.4217863792683453	PRKD3
HMDB07717	0.4217863792683453	PRKD3
HMDB07716	0.4217863792683453	PRKD3
HMDB07715	0.4217863792683453	PRKD3
HMDB07714	0.4217863792683453	PRKD3
HMDB07719	0.4217863792683453	PRKD3
HMDB07718	0.4217863792683453	PRKD3
HMDB07690	0.4217863792683453	PRKD3
HMDB07694	0.4217863792683453	PRKD3
HMDB07693	0.4217863792683453	PRKD3
HMDB07692	0.4217863792683453	PRKD3
HMDB07691	0.4217863792683453	PRKD3
HMDB07698	0.4217863792683453	PRKD3
HMDB07697	0.4217863792683453	PRKD3
HMDB07696	0.4217863792683453	PRKD3
HMDB07695	0.4217863792683453	PRKD3
HMDB07699	0.4217863792683453	PRKD3
HMDB07801	0.4217863792683453	PRKD3
HMDB07800	0.4217863792683453	PRKD3
HMDB07802	0.4217863792683453	PRKD3
HMDB07803	0.4217863792683453	PRKD3
HMDB07804	0.4217863792683453	PRKD3
HMDB07805	0.4217863792683453	PRKD3
HMDB07806	0.4217863792683453	PRKD3
HMDB07807	0.4217863792683453	PRKD3
HMDB07808	0.4217863792683453	PRKD3
HMDB07809	0.4217863792683453	PRKD3
HMDB07840	0.4217863792683453	PRKD3
HMDB07841	0.4217863792683453	PRKD3
HMDB07842	0.4217863792683453	PRKD3
HMDB07843	0.4217863792683453	PRKD3
HMDB07844	0.4217863792683453	PRKD3
HMDB07845	0.4217863792683453	PRKD3
HMDB07847	0.4217863792683453	PRKD3
HMDB07846	0.4217863792683453	PRKD3
HMDB07848	0.4217863792683453	PRKD3
HMDB07830	0.4217863792683453	PRKD3
HMDB07833	0.4217863792683453	PRKD3
HMDB07834	0.4217863792683453	PRKD3
HMDB07831	0.4217863792683453	PRKD3
HMDB07832	0.4217863792683453	PRKD3
HMDB07838	0.4217863792683453	PRKD3
HMDB07837	0.4217863792683453	PRKD3
