Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
PRKG1,7,114,0.03910614525139665,0.02514890800794176,0.013957237243454889,0.17537253687889534,2.8560141540745065,-4.971871635519898,RYR1;SRF;ATF2;SSB;PRKCA;NFATC1;ZBTB7A
SYK,6,85,0.0335195530726257,0.018751378777851314,0.014768174294774384,0.13082732800463906,2.5006557838546706,-5.086026113861281,CSF3R;PRKCA;TUBA4A;TRAF6;STAT1;VAV1
TBK1,6,59,0.0335195530726257,0.013015662916390912,0.020503890156234786,0.03575582996520179,1.5280443499793628,-5.089979826944661,NONO;HSP90AA1;TUBA4A;HSPA1A;IKBKE;SFPQ
PAK2,2,48,0.0111731843575419,0.010589013898080741,5.841704594611585E-4,0.5723671393107499,9.175377871348573,-5.119628178937098,JUN;ABL1
RAF1,4,84,0.0223463687150838,0.018530774321641297,0.003815594393442503,0.43122411465800764,6.2033928035371035,-5.217843265603123,HSP90AA1;RB1;PHB;VAV1
STK11,1,32,0.00558659217877095,0.007059342598720494,-0.001472750419949544,0.722652857756351,16.125676281765255,-5.238043980009841,TP53
PRKACB,7,120,0.03910614525139665,0.026472534745201854,0.012633610506194794,0.20700706608532826,3.349625232978704,-5.275667615642424,XRCC6;PRKAB1;NME2;MITF;TP53;POU2F1;PPP1R8
PRKD1,5,54,0.027932960893854747,0.011912640635340834,0.016020320258513913,0.07197463018934284,2.0124103159399223,-5.295540182472488,CTNNB1;JUN;MAPK8;YWHAQ;ABL1
MAPK10,7,121,0.03910614525139665,0.026693139201411867,0.012413006049984781,0.21248237355424013,3.4383848594903332,-5.325701387545229,CDKN2A;RXRA;JUN;TP53;HMGA1;NFATC1;CEBPB
PLK1,6,92,0.0335195530726257,0.020295609971321422,0.013223943101304276,0.16756743584763564,3.0515915880728848,-5.451269854566762,CTNNB1;TP53;TUBA4A;MDM2;CHEK2;NPM1
JAK1,3,66,0.01675977653631285,0.01455989410986102,0.002199882426451829,0.4909754574677019,7.71202372666787,-5.486033968529685,CSF3R;STAT1;BRCA1
CSNK1G1,5,24,0.027932960893854747,0.005294506949040371,0.022638453944814375,0.004228328275212848,1.0189859789932694,-5.569724955588554,CTNNB1;NFATC1;TP53BP1;TP53;YWHAQ
MAP3K5,5,40,0.027932960893854747,0.008824178248400618,0.01910878264545413,0.02672323398117041,1.5458336323986195,-5.599352445390806,HSPA1A;TRAF6;CDKN1A;YWHAQ;MAPK8
MAPKAPK2,5,40,0.027932960893854747,0.008824178248400618,0.01910878264545413,0.02672323398117041,1.552090488568115,-5.62201616686694,SRF;ETV1;ESR1;TP53;MDM2
SRC,17,346,0.09497206703910614,0.07632914184866535,0.018642925190440793,0.21475945499378565,3.6873482987502992,-5.672014446284755,CTNNB1;RXRA;ETS1;ETS2;STAT1;SFPQ;SRF;TRAF6;EWSR1;GRIN1;VAV1;ABL1;E2F4;CDK1;HSP90AA1;ESR1;ANXA2
CAMK2G,5,40,0.027932960893854747,0.008824178248400618,0.01910878264545413,0.02672323398117041,1.5677224090450401,-5.678638451642055,CREM;ATF1;CEBPB;STAT1;RYR1
BTK,5,59,0.027932960893854747,0.013015662916390912,0.014917297977463835,0.09451461635586872,2.4079962086335653,-5.680464948876174,PRKCA;TP53;EWSR1;ARID3A;VAV1
IGF1R,8,144,0.0446927374301676,0.03176704169424222,0.012925695735925377,0.21959287724667095,3.7634719317689003,-5.705348197929992,HOXA10;VAV1;ETS1;PRKCA;CDK1;ESR1;UBC;MDM2
PRKCG,3,61,0.01675977653631285,0.013456871828810942,0.0033029047075019066,0.4413058795286802,6.996512818638928,-5.723266703385956,PA2G4;GRIN1;GSK3B
RIPK3,6,95,0.0335195530726257,0.020957423339951466,0.012562129732674232,0.18452580375421435,3.405362933140657,-5.754947464110556,NONO;HSP90AA1;UBC;TUBA4A;HSPA1A;HNRNPA1
KIT,3,59,0.01675977653631285,0.013015662916390912,0.003744113619921937,0.4209221124449613,6.780796091178187,-5.867473499966752,FLT3;STAT1;ABL1
LCK,8,161,0.0446927374301676,0.035517317449812486,0.009175419980355114,0.3122154691156389,5.079788590444686,-5.913187461057375,CSF3R;VAV1;NOTCH1;ABL1;HSP90AA1;ESR1;FLT3;STAT1
BCR,4,48,0.0223463687150838,0.010589013898080741,0.011757354817003058,0.13381741709522652,2.9666888250800585,-5.966838835961471,TP53;VAV1;YWHAQ;ABL1
SGK1,4,76,0.0223463687150838,0.016765938671961175,0.005580430043122624,0.361656411427833,6.045910871116232,-6.149058086228143,CTNNB1;KPNA2;PPP1R8;GSK3B
FGFR3,2,44,0.0111731843575419,0.009706596073240679,0.001466588284301221,0.5268369495185075,9.599096683819962,-6.151717148376878,HNRNPL;STAT1
PRKAA1,5,41,0.027932960893854747,0.009044782704610633,0.018888178189244112,0.029090490893715838,1.7558694183073522,-6.211114031564162,PRKAB1;TP53;RB1;EP300;KPNA2
CSF1R,1,25,0.00558659217877095,0.005515111405250386,7.148077352056408E-5,0.6356622689759523,13.710230746470206,-6.211939387447763,FLT3
RIPK2,5,48,0.027932960893854747,0.010589013898080741,0.017343946995774004,0.04934483540884188,2.0769789617222716,-6.249468046382002,HSP90AA1;UBE2I;TUBA4A;HSPA1A;TRAF6
AURKB,2,43,0.0111731843575419,0.009485991617030664,0.0016871927405112362,0.5149576352032054,9.526796589410981,-6.322655222449082,TP53;RB1
PRKD2,1,27,0.00558659217877095,0.005956320317670417,-3.6972813889946717E-4,0.6629680948606905,15.5034035890038,-6.372339362996493,RXRA
MARK3,1,26,0.00558659217877095,0.005735715861460402,-1.4912368268945198E-4,0.64957956599663,14.92008331505821,-6.436970752588971,MITF
AKT2,5,41,0.027932960893854747,0.009044782704610633,0.018888178189244112,0.029090490893715838,1.84222374407762,-6.516578981796632,CTNNB1;PCBP1;HSP90AA1;ESR1;GSK3B
ACVR1,4,70,0.0223463687150838,0.01544231193470108,0.006904056780382719,0.30927235359884225,5.613606416338294,-6.587752305942564,RXRA;UBXN1;CREBBP;STAT1
MAP4K1,1,25,0.00558659217877095,0.005515111405250386,7.148077352056408E-5,0.6356622689759523,14.641927346396958,-6.634079824998475,ABL1
AURKA,4,51,0.0223463687150838,0.011250827266710787,0.011095541448373013,0.1549169257218798,3.6219687909815037,-6.7544874250458475,TP53;PML;BRCA1;GSK3B
MET,2,38,0.0111731843575419,0.008382969335980588,0.002790215021561312,0.45272663276197783,9.163969041983776,-7.262141179302898,CTNNB1;VAV1
TTN,1,26,0.00558659217877095,0.005735715861460402,-1.4912368268945198E-4,0.64957956599663,17.052993856055068,-7.357172234066551,FHL2
RIPK1,4,54,0.0223463687150838,0.011912640635340834,0.010433728079742965,0.17717383958408925,4.252307093926654,-7.3591442182304965,NFKB1;HSP90AA1;TUBA4A;HSPA1A
PDPK1,3,48,0.01675977653631285,0.010589013898080741,0.0061707626382321076,0.30586384658044896,6.350752007890879,-7.523197498824831,PRKCA;HSP90AA1;YWHAQ
ABL2,1,23,0.00558659217877095,0.0050739024928303554,5.126896859405945E-4,0.6061575148175061,15.050180897385456,-7.534352348771889,CEBPB
KDR,3,42,0.01675977653631285,0.009265387160820648,0.0074943893754922004,0.24331025930023809,5.50260648404435,-7.777482296493669,CTNNB1;HSP90AA1;STAT1
PLK3,5,18,0.027932960893854747,0.003970880211780278,0.02396208068207447,0.0014410366813560204,1.197441797564387,-7.8341342437170685,TP53;CHEK2;ATF2;JUN;NPM1
CSK,3,47,0.01675977653631285,0.010368409441870726,0.006391367094442123,0.29534632532838173,6.517817748643563,-7.94917372020749,CTNNB1;CREBBP;RB1
TTK,5,14,0.027932960893854747,0.003088462386940216,0.02484449850691453,5.635071780324021E-4,1.067144208206386,-7.983658498095506,E2F1;E2F4;TP53;CHEK2;ABL1
MAP3K4,1,21,0.00558659217877095,0.004632693580410324,9.538985983606257E-4,0.5742778275506193,14.567970695534681,-8.08000810590152,ANXA2
TGFBR2,2,37,0.0111731843575419,0.00816236487977057,0.003010819477771329,0.43974476310279964,10.19988036098349,-8.379821912529929,PML;CTNNB1
NLK,5,14,0.027932960893854747,0.003088462386940216,0.02484449850691453,5.635071780324021E-4,1.1360281876936715,-8.499002313848985,CREBBP;SKP2;LEF1;HIPK2;CUL1
DAPK1,1,21,0.00558659217877095,0.004632693580410324,9.538985983606257E-4,0.5742778275506193,15.490347672532936,-8.591597098397726,TP53
