logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols6
-2.996032083	1420872_at	-2.996032083	6.014063122	-2.156085758	0.044638886	0.796536852	-3.858850979	Gucy1b3
-2.994771283	1433908_a_at	-2.994771283	8.589734917	-4.049942457	0.00073157	0.187198913	-0.357554326	Cttn
-2.993421709	1427351_s_at	-2.993421709	12.07871684	-2.785707635	0.012083622	0.546813897	-2.763761724	Ighm
-2.982482641	1457102_at	-2.982482641	3.313426045	-2.527343779	0.020914507	0.632988917	-3.227973235	A030001D16Rik
-2.979952237	1451335_at	-2.979952237	12.39577691	-4.632118278	0.000199604	0.102151858	0.751413186	Plac8
-2.958640489	1427329_a_at	-2.958640489	11.34081719	-2.720837679	0.013886668	0.565880699	-2.881896049	Ighm
-2.949428244	1423756_s_at	-2.949428244	9.977032326	-2.973296335	0.008047862	0.487155236	-2.417184055	Igfbp4
-2.938229654	1452389_at	-2.938229654	6.015020474	-3.708714308	0.001572992	0.268338172	-1.015223249	Cd27
-2.922693589	1424769_s_at	-2.922693589	8.533301965	-4.247106415	0.000470401	0.14950047	0.020727262	Cald1
-2.912266495	1420918_at	-2.912266495	7.043943806	-2.46638375	0.023750763	0.653015493	-3.334805132	Sgk3
-2.9059607	1425536_at	-2.9059607	7.651817022	-5.556851975	2.68E-05	0.049241778	2.436051376	Stx3
-2.884169214	1418907_at	-2.884169214	8.013050543	-2.153164827	0.04489835	0.796982985	-3.863608425	F5
-2.883140219	1428804_at	-2.883140219	6.74096296	-2.152891429	0.044922706	0.796982985	-3.864053537	Mfap3l
-2.860717703	1419589_at	-2.860717703	9.132577491	-2.873552124	0.009996757	0.523282444	-2.602322152	Cd93
-2.856463034	1425503_at	-2.856463034	7.816096678	-2.899741382	0.009444925	0.514877195	-2.553890004	Gcnt2
-2.841311864	1427996_at	-2.841311864	7.990930211	-3.029767242	0.007113272	0.461604201	-2.31159945	BC028528
-2.834710351	1427076_at	-2.834710351	10.83055585	-3.333710261	0.003635993	0.36780937	-1.735872299	Mpeg1
-2.817693773	1416318_at	-2.817693773	11.21619353	-2.620870712	0.017176747	0.600599363	-3.061946524	Serpinb1a
-2.768250468	1457254_x_at	-2.768250468	7.467696696	-3.87462645	0.001084122	0.217966622	-0.69523937	Tmem229b
-2.760846647	1421182_at	-2.760846647	9.244670792	-2.872969465	0.010009381	0.523282444	-2.603398155	Clec1b
-2.751798722	1417977_at	-2.751798722	6.959120831	-2.778709335	0.012266775	0.546813897	-2.776552356	Eif4e3
-2.746364312	1424975_at	-2.746364312	5.757466138	-3.385869744	0.003237577	0.348821841	-1.636108368	Siglec5
-2.743653686	1453377_at	-2.743653686	5.201000255	-3.094937012	0.00616544	0.436582951	-2.189135733	Sh2d4a
