ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols3
9318	1450826_a_at	11.2835147002942	8.69123934899886	53.5659657537497	1.13702476774884e-16	1.28631611975427e-12	26.5685727823796	Saa3
8855	1449254_at	9.41326430203992	8.24995583556423	15.9960226147637	6.00061100995229e-10	6.28564003292502e-08	13.3485102718236	Spp1
4889	1425923_at	9.18070125915687	6.83863624000205	40.4001285524418	4.40143426163044e-15	1.24483564504563e-11	24.050455138666	Mycn
411	1416193_at	-9.01066905758221	5.81273933291174	-13.3238668377063	5.71450985206862e-09	3.31529486956165e-07	11.065335394719	Car1
2382	1419599_s_at	8.93469178249109	7.36565243003716	31.0901606337628	1.29441728365344e-13	1.22852935282783e-10	21.312279634692	Ms4a6d
2937	1421811_at	8.81839141466995	7.18814033230036	16.4912706727759	4.10370134690513e-10	4.83595555599352e-08	13.7291667316778	Thbs1
2391	1419627_s_at	8.78243782043303	6.19476439725859	20.5646161852076	2.55305294506634e-11	7.31710865708788e-09	16.4621972960103	Clec4n
9022	1449757_x_at	-8.61382016727901	4.41801515465179	-16.9390382276588	2.93652009338712e-10	3.86288974610331e-08	14.063246338181	Dntt
8877	1449305_at	8.43347144860681	7.65433958889995	31.5725410463901	1.06165005302572e-13	1.22852935282783e-10	21.4820605858869	F10
3065	1422411_s_at	-8.23329390525682	7.09369648696068	-17.9827604740629	1.38778769970094e-10	2.31468866118789e-08	14.8071168415609	NA
2381	1419598_at	8.16498502716245	5.96376679525945	44.2690129110689	1.34705178599145e-15	5.07973228497377e-12	24.9208096324281	Ms4a6d
2361	1419549_at	8.09969609261281	5.59891303322303	20.1855805813418	3.23132201855584e-11	8.30816954452778e-09	16.2341818716725	Arg1
9036	1449846_at	-7.9273789833279	7.4312098344716	-17.6922945316822	1.70263247482498e-10	2.67526127606875e-08	14.6048117644921	Ear2
8900	1449366_at	7.80351180167751	7.76963550667315	8.04739622991913	2.05906939911407e-06	2.75020686094185e-05	4.97540268532623	Mmp8
9219	1450545_a_at	-7.80011747871115	4.14955969284774	-30.8093534704119	1.45476660452756e-13	1.22852935282783e-10	21.2117714180639	Dntt
8278	1448303_at	7.66944531993608	5.08371619069731	13.3785487710411	5.43586978734877e-09	3.1863209794962e-07	11.1163868062487	Gpnmb
171	1415871_at	7.42765696485086	7.59097811433828	20.0622697838772	3.49187458511922e-11	8.49412369474134e-09	16.1589580985439	Tgfbi
8588	1448752_at	-7.4098814789976	7.14672147808401	-13.7968081676162	3.73021705156984e-09	2.45348520374475e-07	11.5004064977813	Car2
742	1416627_at	7.36447796722635	5.63843613907459	36.3248546259483	1.74011732854959e-14	3.93718946757631e-11	22.9797401526356	Spint1
2129	1418992_at	7.3494069859049	6.23207371259781	22.7313780948512	7.15083594952279e-12	3.70964585259069e-09	17.6791941769924	F10
5616	1427256_at	7.30253842437926	5.64263979746565	31.6000994319748	1.04978831051922e-13	1.22852935282783e-10	21.4916521197823	Vcan
4204	1424302_at	7.27238638083534	7.2576443828466	18.454657534772	1.00198155888752e-10	1.82829312511201e-08	15.1283970895088	Lilrb3
11139	1460302_at	7.22761172804055	5.8306176069166	14.8424540960484	1.5181116131352e-09	1.30109065753019e-07	12.4130956228447	Thbs1
8738	1449009_at	-7.02555705238749	7.86442392864506	-22.9798324724903	6.22610364720919e-12	3.52179552804388e-09	17.8100176728657	NA
