Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
MAPK1,46,312,0.3357664233576642,0.06882859033752482,0.2669378330201394,3.8045443817897545E-19,-2.25920312084903,95.81940241376174,RARA;RXRA;MAPK1;JUN;MAPK8;CREBBP;SMAD4;SMAD3;SMAD2;SMAD1;ETS1;ETS2;PARP1;AR;PML;BCL6;STAT1;STAT3;MAPK14;GSK3B;NR5A1;GATA1;GATA2;CSNK2A1;RELA;DDIT3;EP300;HIF1A;ATF2;JUND;RUNX1;VAV1;HDAC4;CDKN1A;E2F1;FOS;HSP90AA1;ESR1;RB1;PRKCD;NCOA1;NCOA6;NR3C1;CEBPA;CEBPB;SP1
MAPK3,36,251,0.26277372262773724,0.05537171850871388,0.20740200411902338,1.6292272782934493E-14,-2.223845964803472,70.60285174467704,SYK;RXRA;JUN;MAPK3;MAPK8;SMAD4;SMAD2;PTPN11;ETS1;ETS2;SPIB;AR;PML;BCL3;BCL6;STAT1;STAT3;GSK3B;MAPK14;NR5A1;GATA1;HIF1A;ATF2;JUND;RUNX1;RUNX2;HDAC4;FOS;ESR1;PRKCD;NCOA1;NR3C1;NFATC1;CEBPA;CEBPB;SP1
GSK3B,51,600,0.3722627737226277,0.13236267372600927,0.23990009999661846,4.016866554786714E-12,-2.1763728981556256,57.1091543442677,CTNNB1;RXRA;JUN;MAPK8;SPIB;AR;CCND1;GSK3B;SFPQ;NR5A1;CSNK2A1;RELA;DDIT3;NFE2L2;JUND;HDAC4;CDKN1A;IKBKG;ABL1;E2F1;FOSL2;ESR1;RB1;HMGA1;NCOA1;NR3C1;STUB1;CEBPA;CEBPB;SIN3A;RARA;SMAD4;SMAD2;SMAD1;ETS1;NCOR1;NCOR2;NFKB1;NFKB2;STAT4;BCL3;STAT1;STAT3;SRC;PELP1;RUNX1;KAT5;BRCA1;DNMT1;MDM2;SIRT1
MAPK8,32,275,0.23357664233576642,0.06066622545775425,0.17291041687801217,1.0331426106432235E-10,-2.1443415790333273,49.30537277964096,CTNNB1;RARA;RXRA;MAPK1;JUN;MAPK3;SMAD4;SMAD3;SMAD2;SPIB;AR;STAT6;STAT1;STAT3;MAPK14;JDP2;SRC;ATF2;JUND;CDKN1A;IKBKG;ABL1;IRAK1;ESR1;PRKDC;NR3C1;APLP2;REL;NFATC1;CEBPB;SIRT1;SP1
AKT1,30,256,0.21897810218978103,0.05647474078976395,0.1625033614000171,3.8522823242508717E-10,-2.244886486033944,48.662819989040514,CTNNB1;RARA;PIAS2;RAC1;CREBBP;SMAD4;SMAD3;SKI;SMAD2;AR;STAT1;GSK3A;GSK3B;GATA1;GATA2;CSNK2A1;EP300;SRC;BRCA1;CDKN1A;DNMT1;IKBKB;HSP90AB1;YAP1;IRAK1;HSP90AA1;ESR1;MDM2;PRKDC;APLP2
CHUK,18,90,0.13138686131386862,0.01985440105890139,0.11153246025496723,1.2581585537918194E-9,-1.9011311115614062,38.9610522021263,HSP90AB1;NFKB1;NFKB2;CTNNB1;HSP90AA1;RELA;ESR1;CCND1;PIAS1;SRC;TUBB;REL;CREBBP;PTPN11;IKBKG;IKBKB;NCOR1;NCOR2
CSNK2A1,40,521,0.291970802919708,0.11493492168541805,0.17703588123428995,3.2861297085410565E-8,-1.996141086010141,34.39544767190812,CTNNB1;MAPK1;JUN;MAPK9;SPI1;SPIB;FOSB;PML;CSNK2A1;RELA;DDIT3;HIF1A;SMARCA4;ATF1;ATF2;HDAC3;CDKN1A;HDAC2;HDAC1;ESR1;HMGA1;NR3C1;NFATC1;PIAS1;PIN1;CREBBP;NCOR2;NFKB1;STAT1;MAPK14;BRCA1;HSP90AB1;FOS;EGR1;HSP90AA1;MDM2;SIRT1;SP1;IRF1;IRF2
MAPK14,36,461,0.26277372262773724,0.10169865431281712,0.16107506831492013,1.3530263482056957E-7,-2.093189301119193,33.10536251562062,MECP2;MAPK1;JUN;SPIB;AR;PML;NR5A1;JDP2;CSNK2A2;CSNK2A1;RELA;DDIT3;ATF2;JUND;CDKN1A;IKBKB;E2F1;ESR1;RB1;NCOA1;NR3C1;STUB1;NFATC1;SIN3A;RARA;SMAD3;ETS1;ETS2;NCOR1;STAT4;STAT1;STAT3;MAPK14;RUNX1;FOS;SIRT1
MAPK9,21,162,0.15328467153284672,0.0357379219060225,0.11754674962682422,5.032010281120133E-8,-1.8623321382318394,31.296233056661602,JDP2;CTNNB1;RXRA;JUN;MAPK8;ATF2;JUND;SMAD3;SMAD2;KAT5;ETS2;DNMT1;FOSL2;FOS;RB1;HMGA1;CCND1;APLP2;STAT4;MAPK10;STAT3
ATM,21,177,0.15328467153284672,0.039046988749172735,0.114237682783674,1.9952144643444318E-7,-1.8998444611143988,29.309554248482623,CTNNB1;EP300;HIF1A;JUN;NFE2L2;ATF2;KAT5;BRCA1;IKBKG;ABL1;IKBKB;E2F1;NFKB2;MEN1;HSP90AA1;HMGA1;RFWD2;MDM2;PRKDC;NR3C1;SP1
PRKCD,18,146,0.13138686131386862,0.032208250606662256,0.09917861070720636,9.793714952956443E-7,-1.7439568069359785,24.13000514074601,MAPK1;EP300;MAPK3;MAPK8;NFE2L2;SRC;RAC1;RUNX2;PTPN6;CREBBP;HSP90AA1;PRKCD;PRKDC;STAT1;STAT3;FYN;GSK3A;GSK3B
IKBKB,14,87,0.10218978102189781,0.019192587690271344,0.08299719333162647,1.0407310038586684E-6,-1.5826630910553932,21.802113424429287,HSP90AB1;NFKB1;NFKB2;CTNNB1;FOS;HSP90AA1;RELA;SRC;TUBB;REL;HSPA8;IKBKG;IKBKB;PARP1
PRKCZ,15,104,0.10948905109489052,0.022942863445841608,0.08654618764904891,1.4570999364232583E-6,-1.5892589150405487,21.358149796623476,RELA;MAPK1;MAPK3;SRC;PIN1;CREBBP;IKBKB;IRAK1;PRKCD;STAT6;STAT3;SP1;FYN;GSK3A;GSK3B
LCK,18,161,0.13138686131386862,0.035517317449812486,0.09586954386405613,3.538339142325742E-6,-1.649834197987007,20.708476508570595,CSF3R;SYK;MAPK1;MAPK3;SRC;PTPN6;VAV1;PTPN11;ABL1;HSP90AA1;ESR1;PRKCD;NR3C1;FLT3;STAT1;STAT3;FYN;MAPK14
HIPK2,11,43,0.08029197080291971,0.009485991617030664,0.07080597918588905,3.0178617610547493E-7,-1.3629514375779095,20.46273559829275,PML;SUMO1;RUNX1;CREBBP;MECP2;SMAD2;SKI;SMAD1;HMGA1;EP300;MDM2
PRKDC,22,227,0.16058394160583941,0.050077211559673505,0.1105067300461659,2.3899740281086186E-6,-1.5704482258749795,20.32823999054636,JUN;MAPK8;PARP1;NFKB1;NFKB2;RELA;NFE2L2;SRC;BRCA1;IKBKG;IKBKB;ABL1;HSP90AB1;E2F1;HSP90AA1;HMGA1;PRKCD;NCOA6;MDM2;PRKDC;NR3C1;SP1
