Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
HSPB8,2,12,0.009950248756218905,0.0026472534745201853,0.0073029952816987195,0.11684671070401706,16.612399723375866,-35.66503418233689,CSNK2A1;MAPK3
GRK1,1,8,0.004975124378109453,0.0017648356496801235,0.0032102887284293294,0.32349569179547466,32.175440306005754,-36.31222001886803,CALM1
KSR1,1,8,0.004975124378109453,0.0017648356496801235,0.0032102887284293294,0.32349569179547466,32.98507805115849,-37.22595247001583,MAPK1
MOS,3,9,0.014925373134328358,0.001985440105890139,0.01293993302843822,0.012487280117868906,9.100425699483823,-39.887573024289345,MYOD1;VIM;HSPA1A
WNK4,1,10,0.004975124378109453,0.0022060445621001545,0.002769079816009298,0.3798338627589891,41.51621040643347,-40.188577011959204,BCL6
EIF2AK4,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,30.496012590607165,-40.83885485014347,SMAD4
MAP2K5,1,9,0.004975124378109453,0.001985440105890139,0.0029896842722193138,0.3522739702993191,39.49954631491156,-41.211696865043756,PRKCZ
TAOK2,1,7,0.004975124378109453,0.001544231193470108,0.0034308931846393446,0.29344544517628485,34.21633724424906,-41.95140335308398,TUBB
TRRAP,4,11,0.01990049751243781,0.0024266490183101697,0.017473848494127642,0.0029764323151327105,7.316099397672929,-42.55796898699498,E2F1;ESR1;MYC;BRCA1
SMG1,1,8,0.004975124378109453,0.0017648356496801235,0.0032102887284293294,0.32349569179547466,37.842289807740634,-42.70765342906445,TP53
BRSK1,1,7,0.004975124378109453,0.001544231193470108,0.0034308931846393446,0.29344544517628485,34.840097875654216,-42.71617351702812,HSPA1A
STK35,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,32.08424369786939,-42.96574076564647,SMAD4
TRIO,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,32.54634666272383,-43.58456776315774,RAC1
MYLK2,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,32.8779615076427,-44.028651083151054,NFKB2
GAK,4,11,0.01990049751243781,0.0024266490183101697,0.017473848494127642,0.0029764323151327105,7.622153411307844,-44.33829433697081,AR;CREBBP;CLTC;HSPA8
PRKD3,1,7,0.004975124378109453,0.001544231193470108,0.0034308931846393446,0.29344544517628485,37.03053360806191,-45.40178689151892,BCL6
EIF2AK1,2,6,0.009950248756218905,0.0013236267372600927,0.008626622018958812,0.04242031832981542,14.541718555111604,-45.953689438558456,HSP90AA1;HSPA1A
VRK1,3,8,0.014925373134328358,0.0017648356496801235,0.013160537484648235,0.009663812974133419,10.009977787064898,-46.43996052414132,JUN;TP53;ATF2
BRD4,1,7,0.004975124378109453,0.001544231193470108,0.0034308931846393446,0.29344544517628485,38.77972871047301,-47.54641121996952,RFC1
TTBK1,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,35.67007226775785,-47.76771715675921,TUBB
CAMKK2,1,6,0.004975124378109453,0.0013236267372600927,0.0036514976408493598,0.2620673043240812,36.31056898889534,-48.625440852564054,CALM1
HIPK1,3,8,0.014925373134328358,0.0017648356496801235,0.013160537484648235,0.009663812974133419,10.544817852635756,-48.92127986971828,SNIP1;TP53;RUNX1
CLK4,1,5,0.004975124378109453,0.0011030222810500773,0.0038721020970593754,0.2293028970309309,34.40054805917253,-50.662081183624835,ABL1
MAPK15,2,7,0.009950248756218905,0.001544231193470108,0.008406017562748797,0.05304347223815263,17.58925508799846,-51.65337110912261,JUN;NR3C1
