Term	P-value	Genes
HMDB06218	0.009617887750773872	ALDH1A1
HMDB01134	0.02392877976029573	HS6ST2
HMDB01852	0.042013416930690224	ALDH1A1
HMDB01248	0.13055889068947038	ALDH1A1
HMDB01487	0.15594417177413203	ALDH1A1
HMDB00902	0.1857482749837166	ALDH1A1
HMDB02142	0.19622008916202144	DNTT
HMDB00250	0.19691499974754256	DNTT
HMDB00547	0.3286149802966678	DNTT
