Term	P-value	Genes
gastric_cancer	0.059584817908753696	KLF6
rheumatoid_arthritis	0.06920263803509284	PADI4
corneal_dystrophy	0.07397867923088317	TGFBI
microcephaly	0.07397867923088317	MYCN
prostate_cancer	0.14748959930105215	KLF6
blood	0.17368881846629555	SLC14A1
cataract	0.21986800992880876	SORD
diabetes_mellitus	0.26373877682253816	PLAGL1
diabetes	0.32723348447208517	PLAGL1
leukemia	0.3379184009554544	FLT3
deafness	0.44588159849853465	TRIOBP
