TF,Target/Input,Targets/Database,Fraction/Input,Fraction/Database,Difference,P-value,Z-score,Combined Score,Genes
SMAD3,3,72,0.034482758620689655,0.00345771502665322,0.031025043594036433,0.0037852581515430473,-1.8370413762482063,10.244520607578568,SMPDL3A;TGM2;LSP1
SPI1,15,1680,0.1724137931034483,0.08068001728857513,0.09173377581487316,0.004066701029016259,-1.6901704530102335,9.304258481583581,CD33;EMR1;IL1R2;LSP1;TSPAN32;HOXA9;RAB4A;TRIOBP;PLXNC1;SGK1;TSC22D1;ANXA1;TBXAS1;IRGM2;BASP1
JUND,13,1764,0.14942528735632185,0.08471401815300389,0.06471126920331796,0.031824301493074324,-2.0867634371938917,7.194169292328589,CCL3;PRMT2;CD93;PROCR;CRISP1;NUPR1;LAPTM4B;PRNP;SGK1;ABLIM1;ANXA1;B3GNT5;CALCRL
USF1,11,1219,0.12643678160919541,0.0585410363540316,0.06789574525516381,0.012909102261455202,-1.502686272626088,6.536418731575096,USP18;TGFBI;BEX6;PRNP;TGM2;GPR97;LSP1;SGK1;PADI4;PF4;NUPR1
NOBOX,3,201,0.034482758620689655,0.009652787782740238,0.024829970837949418,0.053448050111639125,-1.7113383611648885,5.012587280199686,S100A6;CD68;ST8SIA4
HMGA1,12,1748,0.13793103448275862,0.08394563703596984,0.05398539744678878,0.06031392012834865,-1.7608813918208261,4.944893660795619,DUSP1;ST8SIA4;BEX6;PLD3;ZFP36;METTL7A1;TSPAN13;LAPTM4B;MLLT3;SELENBP1;ABLIM1;CALCRL
FOXO3A,6,597,0.06896551724137931,0.02867022042933295,0.040295296812046355,0.039832346905264174,-1.4812704436598514,4.7742471579146395,PROCR;SORD;FFAR2;TSPAN13;TRIOBP;TMEM158
E2F1,20,3056,0.22988505747126436,0.14676079335350334,0.08312426411776103,0.025874346476652106,-1.1251123474501168,4.111726769364091,CYP4V3;DUSP3;DUSP1;ANKRD33B;PRMT2;PTPLAD2;PLAGL1;CD68;DDX4;PROCR;APOBR;TRPC6;EGR1;MYCN;CLEC10A;TRIOBP;MYCT1;PRNP;IRGM2;BASP1
MYOG,12,1675,0.13793103448275862,0.080439898189502,0.057491136293256626,0.04635724621278449,-1.194910319195935,3.670020862882972,PTPLAD2;PROCR;GPR97;FFAR2;LILRB3;TRPC6;MITF;HOXA5;LAPTM4B;HIST1H1C;H2-DMA;RAB4A
ELF5,5,556,0.05747126436781609,0.026701243816933198,0.030770020550882893,0.08464711465549714,-1.4258816623301762,3.5208786228844735,CD33;LILRB3;MYL10;EMR1;TMEM71
STAT3,11,1762,0.12643678160919541,0.08461797051337464,0.04181881109582078,0.11729272115340157,-1.6248902878572595,3.4822740678828126,DUSP1;CD33;APOBR;S100A6;LAPTM4B;CLEC10A;ID2;TMEM71;SGK1;ABLIM1;CALCRL
NR5A1,8,1020,0.09195402298850575,0.04898429621092062,0.04296972677758513,0.06403233114068062,-1.240322527143206,3.4088616878975087,LAPTM4B;DUSP3;DUSP1;PLAGL1;TRF;IL1R2;FFAR2;HOXA9
REL,12,1752,0.13793103448275862,0.08413773231522835,0.05379330216753027,0.061152654372538286,-1.1713323041690118,3.2731499187676762,DUSP1;TGFBI;ANKRD33B;DDX4;LILRB3;HOXA9;CLEC10A;MLLT3;MYCT1;TSC22D1;B3GNT5;MSI2
ARNT,2,139,0.022988505747126436,0.006675310954233299,0.016313194792893136,0.11678165807770843,-1.3042217382330694,2.8007500039389535,MYL10;DUSP3
