Term	P-value	Genes
HMDB00051	7.411302651915728E-4	PADI4,GMPR,TGM2
HMDB06750	0.047136262600346444	B3GNT5
HMDB04866	0.047136262600346444	B3GNT5
HMDB04874	0.047136262600346444	B3GNT5
HMDB04873	0.047136262600346444	B3GNT5
HMDB04872	0.047136262600346444	B3GNT5
HMDB04876	0.047136262600346444	B3GNT5
HMDB00517	0.07741941267288538	PADI4
HMDB00290	0.08039868259993593	B3GNT5
HMDB01349	0.08336913100118214	SELENBP1
HMDB00097	0.0863307816276272	PLD3
HMDB00641	0.0863307816276272	TGM2
HMDB00175	0.0892836581743831	GMPR
HMDB11390	0.0922277842794461	PLD3
HMDB11395	0.0922277842794461	PLD3
HMDB11396	0.0922277842794461	PLD3
HMDB11393	0.0922277842794461	PLD3
HMDB11394	0.0922277842794461	PLD3
HMDB11391	0.0922277842794461	PLD3
HMDB11392	0.0922277842794461	PLD3
HMDB11337	0.0922277842794461	PLD3
HMDB11339	0.0922277842794461	PLD3
HMDB11336	0.0922277842794461	PLD3
HMDB11335	0.0922277842794461	PLD3
HMDB11342	0.0922277842794461	PLD3
HMDB11343	0.0922277842794461	PLD3
HMDB11340	0.0922277842794461	PLD3
HMDB11341	0.0922277842794461	PLD3
HMDB11349	0.0922277842794461	PLD3
HMDB11348	0.0922277842794461	PLD3
HMDB11347	0.0922277842794461	PLD3
HMDB11346	0.0922277842794461	PLD3
HMDB11345	0.0922277842794461	PLD3
HMDB11344	0.0922277842794461	PLD3
HMDB11350	0.0922277842794461	PLD3
HMDB11352	0.0922277842794461	PLD3
HMDB11351	0.0922277842794461	PLD3
HMDB11354	0.0922277842794461	PLD3
HMDB11353	0.0922277842794461	PLD3
HMDB11355	0.0922277842794461	PLD3
HMDB11356	0.0922277842794461	PLD3
HMDB11357	0.0922277842794461	PLD3
HMDB11358	0.0922277842794461	PLD3
HMDB11359	0.0922277842794461	PLD3
HMDB11360	0.0922277842794461	PLD3
HMDB11363	0.0922277842794461	PLD3
HMDB11362	0.0922277842794461	PLD3
HMDB11368	0.0922277842794461	PLD3
HMDB11369	0.0922277842794461	PLD3
HMDB11374	0.0922277842794461	PLD3
HMDB11373	0.0922277842794461	PLD3
HMDB11376	0.0922277842794461	PLD3
HMDB11375	0.0922277842794461	PLD3
HMDB11370	0.0922277842794461	PLD3
HMDB11372	0.0922277842794461	PLD3
HMDB11371	0.0922277842794461	PLD3
HMDB11377	0.0922277842794461	PLD3
HMDB11378	0.0922277842794461	PLD3
HMDB11379	0.0922277842794461	PLD3
HMDB11387	0.0922277842794461	PLD3
HMDB11386	0.0922277842794461	PLD3
HMDB11384	0.0922277842794461	PLD3
HMDB11383	0.0922277842794461	PLD3
HMDB11382	0.0922277842794461	PLD3
HMDB11381	0.0922277842794461	PLD3
HMDB11380	0.0922277842794461	PLD3
HMDB11388	0.0922277842794461	PLD3
HMDB11389	0.0922277842794461	PLD3
HMDB11450	0.0922277842794461	PLD3
HMDB11451	0.0922277842794461	PLD3
HMDB11452	0.0922277842794461	PLD3
HMDB11453	0.0922277842794461	PLD3
HMDB11459	0.0922277842794461	PLD3
HMDB11458	0.0922277842794461	PLD3
HMDB11455	0.0922277842794461	PLD3
HMDB11454	0.0922277842794461	PLD3
HMDB11457	0.0922277842794461	PLD3
HMDB11456	0.0922277842794461	PLD3
HMDB11461	0.0922277842794461	PLD3
HMDB11462	0.0922277842794461	PLD3
HMDB11460	0.0922277842794461	PLD3
HMDB11435	0.0922277842794461	PLD3
HMDB11434	0.0922277842794461	PLD3
HMDB11437	0.0922277842794461	PLD3
HMDB11436	0.0922277842794461	PLD3
HMDB11439	0.0922277842794461	PLD3
HMDB11438	0.0922277842794461	PLD3
HMDB11441	0.0922277842794461	PLD3
HMDB11442	0.0922277842794461	PLD3
HMDB11440	0.0922277842794461	PLD3
HMDB11446	0.0922277842794461	PLD3
HMDB11445	0.0922277842794461	PLD3
HMDB11444	0.0922277842794461	PLD3
HMDB11443	0.0922277842794461	PLD3
HMDB11449	0.0922277842794461	PLD3
HMDB11448	0.0922277842794461	PLD3
HMDB11447	0.0922277842794461	PLD3
HMDB11416	0.0922277842794461	PLD3
HMDB11417	0.0922277842794461	PLD3
HMDB11414	0.0922277842794461	PLD3
HMDB11415	0.0922277842794461	PLD3
HMDB11412	0.0922277842794461	PLD3
HMDB11413	0.0922277842794461	PLD3
HMDB11410	0.0922277842794461	PLD3
HMDB11411	0.0922277842794461	PLD3
HMDB11418	0.0922277842794461	PLD3
HMDB11419	0.0922277842794461	PLD3
HMDB11425	0.0922277842794461	PLD3
HMDB11426	0.0922277842794461	PLD3
HMDB11427	0.0922277842794461	PLD3
HMDB11428	0.0922277842794461	PLD3
HMDB11421	0.0922277842794461	PLD3
HMDB11422	0.0922277842794461	PLD3
HMDB11423	0.0922277842794461	PLD3
HMDB11424	0.0922277842794461	PLD3
HMDB11429	0.0922277842794461	PLD3
HMDB11420	0.0922277842794461	PLD3
HMDB11401	0.0922277842794461	PLD3
HMDB11402	0.0922277842794461	PLD3
HMDB11403	0.0922277842794461	PLD3
HMDB11404	0.0922277842794461	PLD3
HMDB11405	0.0922277842794461	PLD3
HMDB11406	0.0922277842794461	PLD3
HMDB11407	0.0922277842794461	PLD3
HMDB11408	0.0922277842794461	PLD3
HMDB11409	0.0922277842794461	PLD3
HMDB11152	0.0922277842794461	PLD3
HMDB11157	0.0922277842794461	PLD3
HMDB11158	0.12688328905141757	PLD3
HMDB09764	0.1297157844641137	PLD3
HMDB09763	0.1297157844641137	PLD3
HMDB09766	0.1297157844641137	PLD3
HMDB09765	0.1297157844641137	PLD3
HMDB09768	0.1297157844641137	PLD3
HMDB09767	0.1297157844641137	PLD3
HMDB09769	0.1297157844641137	PLD3
HMDB09760	0.1297157844641137	PLD3
HMDB09762	0.1297157844641137	PLD3
HMDB09761	0.1297157844641137	PLD3
HMDB09755	0.1297157844641137	PLD3
HMDB09754	0.1297157844641137	PLD3
HMDB09753	0.1297157844641137	PLD3
HMDB09752	0.1297157844641137	PLD3
HMDB09759	0.1297157844641137	PLD3
HMDB09758	0.1297157844641137	PLD3
HMDB09757	0.1297157844641137	PLD3
HMDB09756	0.1297157844641137	PLD3
HMDB09751	0.1297157844641137	PLD3
HMDB09750	0.1297157844641137	PLD3
HMDB09777	0.1297157844641137	PLD3
HMDB09776	0.1297157844641137	PLD3
HMDB09775	0.1297157844641137	PLD3
HMDB09774	0.1297157844641137	PLD3
HMDB09773	0.1297157844641137	PLD3
HMDB09772	0.1297157844641137	PLD3
HMDB09771	0.1297157844641137	PLD3
HMDB09770	0.1297157844641137	PLD3
HMDB09661	0.1297157844641137	PLD3
HMDB09660	0.1297157844641137	PLD3
HMDB09663	0.1297157844641137	PLD3
HMDB09662	0.1297157844641137	PLD3
HMDB09669	0.1297157844641137	PLD3
HMDB09668	0.1297157844641137	PLD3
HMDB09665	0.1297157844641137	PLD3
HMDB09664	0.1297157844641137	PLD3
HMDB09667	0.1297157844641137	PLD3
HMDB09666	0.1297157844641137	PLD3
HMDB09652	0.1297157844641137	PLD3
HMDB09651	0.1297157844641137	PLD3
HMDB09650	0.1297157844641137	PLD3
HMDB09659	0.1297157844641137	PLD3
HMDB09658	0.1297157844641137	PLD3
HMDB09657	0.1297157844641137	PLD3
HMDB09656	0.1297157844641137	PLD3
HMDB09655	0.1297157844641137	PLD3
HMDB09654	0.1297157844641137	PLD3
HMDB09653	0.1297157844641137	PLD3
HMDB09641	0.1297157844641137	PLD3
HMDB09640	0.1297157844641137	PLD3
HMDB09643	0.1297157844641137	PLD3
HMDB09642	0.1297157844641137	PLD3
HMDB09645	0.1297157844641137	PLD3
HMDB09644	0.1297157844641137	PLD3
HMDB09647	0.1297157844641137	PLD3
HMDB09646	0.1297157844641137	PLD3
HMDB09649	0.1297157844641137	PLD3
HMDB09648	0.1297157844641137	PLD3
HMDB09630	0.1297157844641137	PLD3
HMDB09634	0.1297157844641137	PLD3
HMDB09633	0.1297157844641137	PLD3
HMDB09632	0.1297157844641137	PLD3
HMDB09631	0.1297157844641137	PLD3
HMDB09638	0.1297157844641137	PLD3
HMDB09637	0.1297157844641137	PLD3
HMDB09636	0.1297157844641137	PLD3
HMDB09635	0.1297157844641137	PLD3
HMDB09639	0.1297157844641137	PLD3
HMDB09699	0.1297157844641137	PLD3
HMDB09697	0.1297157844641137	PLD3
HMDB09698	0.1297157844641137	PLD3
HMDB09695	0.1297157844641137	PLD3
HMDB09696	0.1297157844641137	PLD3
HMDB09693	0.1297157844641137	PLD3
HMDB09694	0.1297157844641137	PLD3
HMDB09691	0.1297157844641137	PLD3
HMDB09692	0.1297157844641137	PLD3
HMDB09690	0.1297157844641137	PLD3
HMDB09686	0.1297157844641137	PLD3
HMDB09687	0.1297157844641137	PLD3
HMDB09688	0.1297157844641137	PLD3
HMDB09689	0.1297157844641137	PLD3
HMDB09680	0.1297157844641137	PLD3
HMDB09681	0.1297157844641137	PLD3
HMDB09682	0.1297157844641137	PLD3
HMDB09683	0.1297157844641137	PLD3
HMDB09684	0.1297157844641137	PLD3
HMDB09685	0.1297157844641137	PLD3
HMDB09677	0.1297157844641137	PLD3
HMDB09678	0.1297157844641137	PLD3
HMDB09675	0.1297157844641137	PLD3
HMDB09676	0.1297157844641137	PLD3
HMDB09679	0.1297157844641137	PLD3
HMDB09670	0.1297157844641137	PLD3
HMDB09673	0.1297157844641137	PLD3
HMDB09674	0.1297157844641137	PLD3
HMDB09671	0.1297157844641137	PLD3
HMDB09672	0.1297157844641137	PLD3
HMDB09707	0.1297157844641137	PLD3
HMDB09708	0.1297157844641137	PLD3
HMDB09705	0.1297157844641137	PLD3
HMDB09706	0.1297157844641137	PLD3
HMDB09709	0.1297157844641137	PLD3
HMDB09700	0.1297157844641137	PLD3
HMDB09704	0.1297157844641137	PLD3
HMDB09703	0.1297157844641137	PLD3
HMDB09702	0.1297157844641137	PLD3
HMDB09701	0.1297157844641137	PLD3
HMDB09739	0.1297157844641137	PLD3
HMDB09738	0.1297157844641137	PLD3
HMDB09730	0.1297157844641137	PLD3
HMDB09731	0.1297157844641137	PLD3
HMDB09732	0.1297157844641137	PLD3
HMDB09733	0.1297157844641137	PLD3
HMDB09734	0.1297157844641137	PLD3
HMDB09735	0.1297157844641137	PLD3
HMDB09736	0.1297157844641137	PLD3
HMDB09737	0.1297157844641137	PLD3
HMDB09749	0.1297157844641137	PLD3
HMDB09743	0.1297157844641137	PLD3
HMDB09744	0.1297157844641137	PLD3
HMDB09741	0.1297157844641137	PLD3
HMDB09742	0.1297157844641137	PLD3
HMDB09747	0.1297157844641137	PLD3
HMDB09748	0.1297157844641137	PLD3
HMDB09745	0.1297157844641137	PLD3
HMDB09746	0.1297157844641137	PLD3
HMDB09740	0.1297157844641137	PLD3
HMDB09717	0.1297157844641137	PLD3
HMDB09716	0.1297157844641137	PLD3
HMDB09719	0.1297157844641137	PLD3
HMDB09718	0.1297157844641137	PLD3
HMDB09712	0.1297157844641137	PLD3
HMDB09713	0.1297157844641137	PLD3
HMDB09714	0.1297157844641137	PLD3
HMDB09715	0.1297157844641137	PLD3
HMDB09710	0.1297157844641137	PLD3
HMDB09711	0.1297157844641137	PLD3
HMDB09729	0.1297157844641137	PLD3
HMDB09728	0.1297157844641137	PLD3
HMDB09727	0.1297157844641137	PLD3
HMDB09725	0.1297157844641137	PLD3
HMDB09726	0.1297157844641137	PLD3
HMDB09723	0.1297157844641137	PLD3
HMDB09724	0.1297157844641137	PLD3
HMDB09721	0.1297157844641137	PLD3
HMDB09722	0.1297157844641137	PLD3
HMDB09720	0.1297157844641137	PLD3
HMDB09199	0.1297157844641137	PLD3
HMDB09198	0.1297157844641137	PLD3
HMDB09195	0.1297157844641137	PLD3
HMDB09194	0.1297157844641137	PLD3
HMDB09197	0.1297157844641137	PLD3
HMDB09196	0.1297157844641137	PLD3
HMDB05780	0.1297157844641137	PLD3
HMDB05779	0.1297157844641137	PLD3
HMDB09101	0.1297157844641137	PLD3
HMDB09102	0.1297157844641137	PLD3
HMDB09100	0.1297157844641137	PLD3
HMDB09109	0.1297157844641137	PLD3
HMDB09107	0.1297157844641137	PLD3
HMDB09108	0.1297157844641137	PLD3
HMDB09105	0.1297157844641137	PLD3
HMDB09106	0.1297157844641137	PLD3
HMDB09103	0.1297157844641137	PLD3
HMDB09104	0.1297157844641137	PLD3
HMDB09187	0.1297157844641137	PLD3
HMDB09188	0.1297157844641137	PLD3
HMDB09189	0.1297157844641137	PLD3
HMDB09183	0.1297157844641137	PLD3
HMDB09184	0.1297157844641137	PLD3
HMDB09185	0.1297157844641137	PLD3
HMDB09186	0.1297157844641137	PLD3
HMDB09191	0.1297157844641137	PLD3
HMDB09190	0.1297157844641137	PLD3
HMDB09193	0.1297157844641137	PLD3
HMDB09192	0.1297157844641137	PLD3
HMDB09178	0.1297157844641137	PLD3
HMDB09179	0.1297157844641137	PLD3
HMDB09176	0.1297157844641137	PLD3
HMDB09177	0.1297157844641137	PLD3
HMDB09174	0.1297157844641137	PLD3
HMDB09175	0.1297157844641137	PLD3
HMDB09172	0.1297157844641137	PLD3
HMDB09173	0.1297157844641137	PLD3
HMDB09182	0.1297157844641137	PLD3
HMDB09181	0.1297157844641137	PLD3
HMDB09180	0.1297157844641137	PLD3
HMDB09161	0.1297157844641137	PLD3
HMDB09162	0.1297157844641137	PLD3
HMDB09163	0.1297157844641137	PLD3
HMDB09164	0.1297157844641137	PLD3
HMDB09165	0.1297157844641137	PLD3
HMDB09166	0.1297157844641137	PLD3
HMDB09167	0.1297157844641137	PLD3
HMDB09168	0.1297157844641137	PLD3
HMDB09169	0.1297157844641137	PLD3
HMDB09171	0.1297157844641137	PLD3
