logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols5
-1.0648315	1450409_a_at	-1.0648315	5.539313052	-1.564340806	0.146302411	0.658413398	-4.730608887	Slc48a1
-1.062875731	1453111_a_at	-1.062875731	4.719282568	-2.278791938	0.043846842	0.572027898	-3.742726854	Slc25a39
-1.058905354	1424116_x_at	-1.058905354	6.752985428	-1.450078297	0.175210084	0.685854625	-4.870281365	Ppp5c
-1.057937985	1424184_at	-1.057937985	7.435782137	-1.541781577	0.151657506	0.660519198	-4.758699259	Acadvl
-1.056374535	1416750_at	-1.056374535	6.776987822	-1.829387452	0.094817906	0.63744588	-4.383859051	Sigmar1
-1.056309202	1429104_at	-1.056309202	6.539686028	-1.280759032	0.226873205	0.728945375	-5.064326691	Limd2
-1.055028687	1450372_a_at	-1.055028687	9.305627538	-1.546974849	0.150409841	0.660519198	-4.752254423	Rpl18
-1.053118885	1455151_at	-1.053118885	4.181240066	-4.476049694	0.000960102	0.276377675	-0.489374496	Akap9
-1.051817163	1452885_at	-1.051817163	7.173490534	-2.655372629	0.022536313	0.511845036	-3.175870571	Scaf11
-1.047385677	1450915_at	-1.047385677	6.121950434	-2.941461114	0.013540474	0.48720203	-2.738354684	Ap3b1
-1.046854478	1422953_at	-1.046854478	3.151789036	-1.793989234	0.100583386	0.641638796	-4.431796587	Fpr2
-1.046524055	1453988_a_at	-1.046524055	4.332995995	-2.330149319	0.0400698	0.565977911	-3.666522644	Ide
-1.040417997	1448672_a_at	-1.040417997	6.725924225	-1.604622107	0.137150518	0.651469421	-4.679852499	Arfgap2
-1.035822305	1454011_a_at	-1.035822305	6.681047611	-1.634648839	0.130659898	0.647963324	-4.641533174	Rpa2
-1.033992707	1422455_s_at	-1.033992707	5.542543071	-2.574938468	0.025998979	0.535493288	-3.298216095	Nsf
-1.032864438	1448161_a_at	-1.032864438	6.109483733	-2.380514126	0.036672192	0.55988193	-3.59137763	Clcn4-2
-1.03127525	1430053_a_at	-1.03127525	6.55967807	-3.430282718	0.00569719	0.40378693	-1.994335274	Ola1
-1.030648115	1451126_at	-1.030648115	6.918109659	-1.289018196	0.224090383	0.72699148	-5.055248578	Maf1
-1.030001074	1451193_x_at	-1.030001074	5.03313043	-2.542105588	0.027558619	0.540415027	-3.348007638	Ttc4
-1.027523117	1422719_s_at	-1.027523117	5.362855731	-2.823472561	0.016707261	0.494022402	-2.919033945	Nup50
-1.018621149	1424554_at	-1.018621149	7.040874972	-2.1531138	0.054586073	0.58357011	-3.927119085	Ppp1r8
-1.016994968	1452780_at	-1.016994968	5.527511049	-1.93513981	0.07934977	0.619234274	-4.238064321	Gtf3c2
-1.013310662	1433963_a_at	-1.013310662	8.385495936	-1.541891886	0.151630911	0.660519198	-4.758562502	Fermt3
-1.013020424	1422972_s_at	-1.013020424	4.924101478	-1.626032112	0.132494151	0.650001518	-4.652571048	Kat2a
-1.012303392	1451640_a_at	-1.012303392	5.746272658	-5.043650829	0.00038718	0.186463179	0.253137179	Rsrc2
-1.01129518	1416933_at	-1.01129518	5.871532644	-1.311372416	0.216698048	0.718200598	-5.030471093	Por
-1.007888838	1460221_at	-1.007888838	8.873661017	-1.76731365	0.105136856	0.641638796	-4.467615188	Ptges3
-1.004068191	1423597_at	-1.004068191	5.046913139	-2.329331783	0.040127389	0.565977911	-3.667739162	Atp8a1
-1.002662192	1423746_at	-1.002662192	5.091677915	-1.422382216	0.182911293	0.692329927	-4.903122067	Txndc5
