Kinase,Substrates in Input,Substrates in Database,Input Fraction,Database Fraction,Difference,P-value,Z-score,Combined Score,Substrates
TLK2,1,6,0.004405286343612335,0.0013236267372600927,0.0030816596063522423,0.2898414395121165,64.71416496066085,-80.14339808788031,YWHAZ
TRIO,2,6,0.00881057268722467,0.0013236267372600927,0.0074869459499645775,0.0524246600799343,27.35422207617868,-80.65059166839447,PTK2;RAC1
LATS1,2,7,0.00881057268722467,0.001544231193470108,0.007266341493754562,0.06532898719633759,29.60256684594993,-80.76525839655666,CDK1;YAP1
MAPK15,3,7,0.013215859030837005,0.001544231193470108,0.011671627837366897,0.01000959540918029,17.58925508799846,-80.98464360721783,JUN;NR3C1;SRC
CDK20,1,5,0.004405286343612335,0.0011030222810500773,0.003302264062562258,0.25423154482402543,59.251599841511336,-81.14564862866906,CDK2
MYLK2,2,6,0.00881057268722467,0.0013236267372600927,0.0074869459499645775,0.0524246600799343,28.04774820520614,-82.6953689787412,TNFRSF1B;NFKB2
KSR2,2,5,0.00881057268722467,0.0011030222810500773,0.007707550406174593,0.04057217672495492,26.027944195557158,-83.41104349271636,MAPK1;MAPK3
CDC42BPG,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,56.10807936675607,-85.76544608578928,RAC1
CAMK1D,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,57.372601226219196,-87.6983634585829,EP300
PRKD3,3,7,0.013215859030837005,0.001544231193470108,0.011671627837366897,0.01000959540918029,19.048335905874456,-87.7025597121722,HDAC5;BCL6;KPNA2
CAMKK2,3,6,0.013215859030837005,0.0013236267372600927,0.011892232293576912,0.007259515172286496,18.173824483719507,-89.51412264818929,AKT1;CALM3;CALM1
TIE1,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,60.31372549019608,-92.19409450731261,PTPN11
PNCK,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,48.32554784594009,-96.27940717834696,HSP90AB1
CDK18,2,6,0.00881057268722467,0.0013236267372600927,0.0074869459499645775,0.0524246600799343,32.65575546882718,-96.2815170764031,MDFI;YWHAZ
BRD2,2,7,0.00881057268722467,0.001544231193470108,0.007266341493754562,0.06532898719633759,35.31050760840561,-96.33834410196208,E2F1;RB1
VRK2,1,5,0.004405286343612335,0.0011030222810500773,0.003302264062562258,0.25423154482402543,74.07544963657465,-101.4470566921124,TP53
FRK,3,5,0.013215859030837005,0.0011030222810500773,0.012112836749786927,0.005014726657952778,19.41489553246153,-102.80917891112502,FOS;RAC1;RB1
MYO3A,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,60.33709515304046,-104.27878034987752,TGFBR1
NEK8,2,3,0.00881057268722467,6.618133686300463E-4,0.008148759318594625,0.020579845828649683,27.075380472650835,-105.14569784979791,TGFBR1;ACVR1
PKMYT1,2,6,0.00881057268722467,0.0013236267372600927,0.0074869459499645775,0.0524246600799343,36.0924473705534,-106.4141845119568,CCNB1;CDK1
TSSK6,3,3,0.013215859030837005,6.618133686300463E-4,0.01255404566220696,0.0019233718415840985,17.039059241394945,-106.55674673668776,HSP90AB1;HSPA1A;HSPA8
TSSK1B,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,61.88109953074902,-106.94723651194397,TGFBR1
NEK3,1,5,0.004405286343612335,0.0011030222810500773,0.003302264062562258,0.25423154482402543,80.11462149021693,-109.71776193137374,VAV1
MAPK6,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,73.5644145212842,-112.4487756249253,XPO1
STK25,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,73.88748409130949,-112.94261191557509,YWHAZ
MAP3K13,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,73.93020734110588,-113.007917636576,IKBKB
TSSK4,2,3,0.00881057268722467,6.618133686300463E-4,0.008148759318594625,0.020579845828649683,29.18622371250005,-113.34303733796001,TGFBR1;SMURF2
EPHA1,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,70.44375148935359,-121.74580943858211,SMURF2
PAK6,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,71.31259231692458,-123.24740081595083,AR
TSSK3,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,62.41500737495308,-124.34995932689638,SMAD4
RIPK4,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,63.02260173182985,-125.56047482216809,PRKCD
GUCY2C,1,4,0.004405286343612335,8.824178248400617E-4,0.0035228685187722736,0.21684430115611547,84.91666666666666,-129.8015522716333,SRC
CAMK1G,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,75.93595231156407,-131.23781434408912,EP300
TP53RK,2,4,0.00881057268722467,8.824178248400617E-4,0.007928154862384608,0.02990808282254134,39.96201858609731,-140.25175968719188,ERBB2;TP53
GRK4,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,83.36018846341543,-144.06889759363656,CALM1
AMHR2,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,74.20344020080476,-147.83615606186245,TGFBR1
TRIM33,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,76.10784778445665,-151.63032377134155,SMAD4
SCYL2,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,90.82907183195847,-156.97714328016937,CLTC
MAP3K6,2,4,0.00881057268722467,8.824178248400617E-4,0.007928154862384608,0.02990808282254134,45.97764933006271,-161.36437680015825,MAPK14;MAPK8
MOK,2,3,0.00881057268722467,6.618133686300463E-4,0.008148759318594625,0.020579845828649683,42.83065419795021,-166.33040594040216,CCNB1;JUN
RNASEL,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,99.00697090623872,-171.11075941013587,AR
LYK5,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,87.2314839793238,-173.79204042530776,SMAD4
ICK,1,3,0.004405286343612335,6.618133686300463E-4,0.0037434729749822888,0.17759141009164475,104.94976789642082,-181.3815160720413,SMAD1
SGK196,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,92.8319507730897,-184.94989888445605,TGFBR1
SNRK,2,3,0.00881057268722467,6.618133686300463E-4,0.008148759318594625,0.020579845828649683,48.18802175104296,-187.13543767677245,JUN;HSPA1A
CDKL1,2,2,0.00881057268722467,4.4120891242003087E-4,0.00836936377480464,0.012746597810226858,45.03876343852902,-196.48119481006887,TGFBR1;SMURF1
SIK3,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,101.86919055242201,-202.95486990426807,YWHAZ
KIAA0999,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,103.39627398356389,-205.99729143937267,YWHAZ
STK17A,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,132.69050165995014,-264.3604347486097,TP53
PIKFYVE,1,2,0.004405286343612335,4.4120891242003087E-4,0.003964077431192304,0.13638020702239195,133.67684915496773,-266.32554339869444,AKT1
TAF1L,1,1,0.004405286343612335,2.2060445621001543E-4,0.00418468188740232,0.09311344626154265,114.07697366713684,-270.81151178610054,TBP
ULK4,1,1,0.004405286343612335,2.2060445621001543E-4,0.00418468188740232,0.09311344626154265,115.106906830129,-273.25650789655487,SMURF1
CDK10,1,1,0.004405286343612335,2.2060445621001543E-4,0.00418468188740232,0.09311344626154265,123.22349033941771,-292.5247631809412,ETS2
MAST4,1,1,0.004405286343612335,2.2060445621001543E-4,0.00418468188740232,0.09311344626154265,133.7298542324917,-317.46620576829764,SMAD1
