TF,Target/Input,Targets/Database,Fraction/Input,Fraction/Database,Difference,P-value,Z-score,Combined Score,Genes
RUNX2,47,1750,0.1821705426356589,0.0840416846755991,0.09812885796005981,5.138898022435663E-7,-1.7753832451542186,25.709781023490226,ELANE;PHF11;NRAP;CCL3;CCL6;IFITM6;CEBPE;SLC11A1;GPR171;CD27;MFGE8;CD59A;EMR1;IL1R2;ACPP;MAST4;ZBP1;1810033B17RIK;CLEC4A1;PDLIM1;SLC15A3;LTF;GPNMB;PRG2;BCL2;AMICA1;CMA2;MX2;MS4A7;LTB4R1;SEPX1;EVI2A;SCIN;GIMAP1;DNMT3L;NGP;WHRN;MS4A6B;ANXA1;ANXA3;IFI205;IFI204;OASL1;CSRP3;GFI1B;STAT2;CMPK2
NR3C1,34,1775,0.13178294573643412,0.0852422801709648,0.04654066556546932,0.008028809477622646,-2.708930289412913,13.069827494813653,AIF1;USP18;IL18;PKIB;CHI3L3;ATP6V0A1;CD59A;ACPP;CD200R3;SLC40A1;CLEC4A1;CLEC4D;FCER1A;ISG20;GM5416;AI607873;MYADML2;STFA2L1;FPR2;GM5483;GPNMB;IFI44;AMICA1;CMA1;CMA2;CPA3;DLG3;MS4A6C;TREM3;MS4A6B;ANXA1;GFI1B;MCPT4;STFA2
SP3,27,1129,0.10465116279069768,0.05421889257071508,0.0504322702199826,9.990599492207773E-4,-1.3541835575118666,9.355642218140039,FGL2;DHX58;MYADML2;MMP14;OAS1A;OAS1G;EGLN3;CAMP;NLGN2;ATP6V0A1;LTB4R1;IRF7;CELA1;DLK1;DAB2;CPA3;XDH;DLG3;CCDC125;ANXA3;OASL1;CLEC4D;TREX1;CSRP3;6430548M08RIK;ANKRD37;CTSH
SPI1,34,1680,0.13178294573643412,0.08068001728857513,0.05110292844785899,0.0035569358062217085,-1.6498803349408595,9.303437351006021,MEF2C;NRAP;CD52;NRP1;EMR1;IL1R2;NKG7;CLEC4B1;TSPAN17;S100A9;CLEC4D;IGTP;HOXA9;LTF;SCARF1;LY6C1;GM14446;P2RY6;HVCN1;CMA1;MS4A7;UACA;LTB4R1;GIMAP1;MPO;DLG3;TREM2;TSC22D1;ANXA1;EPSTI1;CLDN15;IRGM2;CTSH;MGST1
STAT1,4,68,0.015503875968992248,0.0032656197473947077,0.01223825622159754,0.01177198708880254,-1.9190568726713584,8.524513084847666,CCL2;STFA1;IRGM2;BC100530
CBEPA,29,1764,0.1124031007751938,0.08471401815300389,0.027689082622189914,0.07456592765406875,-2.2226257288867437,5.770095554344573,USP18;ELANE;IL18;CCL2;H2-Q6;SLC7A11;CHI3L3;CHI3L4;ACTA2;DAB2;PYDC4;PDLIM1;FCGR3;HOXA9;RSAD2;STFA2L1;MTUS1;GM14446;EGLN3;PRG2;IRF7;FBXW17;DDX58;HOMER2;MCPT4;GM12250;LYZ1;STFA2;CTSH
POU1F1,32,1754,0.12403100775193798,0.0842337799548576,0.03979722779708038,0.018940181989920632,-1.44692963178294,5.739202372499484,GAS7;TRAFD1;PHF11;SMAGP;SPINT1;BCL11A;FN1;TPSB2;UBLCP1;SESN1;ITGB2L;NKG7;PPM1H;IFIT3;S100A9;PDLIM1;DMWD;FCGR3;GM4951;ISG20;GM5416;AI607873;STFA2L1;VLDLR;EVI2A;STX3;P2RY14;TSC22D1;CCDC125;OASL2;HOMER2;STFA2
IRF8,32,1770,0.12403100775193798,0.08500216107189165,0.03902884668004633,0.021208751329605004,-1.4502326796234162,5.588241600699991,DHX58;ELANE;PKIB;IFITM6;H2-Q6;H2-Q8;FCER1A;FCGR1;HOXA7;HOXA9;ISG15;PILRB1;OAS1G;GM14446;P2RY6;GP49A;IFI44;AMICA1;CMA1;PMAIP1;MX1;MX2;RPE;P2RY14;DLK1;IFI205;TREX1;GM12250;BC094916;ELK3;STFA2;MGST1
TBX5,30,1663,0.11627906976744186,0.07986361235172645,0.036415457415715405,0.025990951322859394,-1.4293728701457662,5.217220735189157,PIRA1;PCP4L1;MMP14;SMAGP;BCL11A;IFI27L2A;SLPI;XDH;SESN1;HDC;HS3ST3B1;PKD2L1;LAT2;MRGPRA2B;LY6F;BC100530;ELTD1;EVI2A;SCIN;TMEM159;WHRN;CCDC125;RNASE6;ANXA3;OASL1;HOMER2;ANKRD37;AATK;STFA1;CTSH
MYOG,31,1675,0.12015503875968993,0.080439898189502,0.039715140570187935,0.017420827698537353,-1.2356658128756626,5.004556262374601,PIRA4;GAS7;PCP4L1;CEBPE;CD52;NRP1;CD27;SLC37A2;ZBP1;XDH;SESN1;ALDH3B1;D14ERTD668E;1700025G04RIK;HS3ST3B1;HOXA5;HOXA7;SCARF1;ISG15;IL12A;MEIS1;P2RY6;HMGN3;EPHB2;RTP4;CELA1;WHRN;RNASE6;H2AFY;PIRA11;AATK
HIF1A,20,1124,0.07751937984496124,0.053978773471641935,0.023540606373319305,0.06965600147694534,-1.3056817605556414,3.478579610420864,IL18;PKIB;VEGFA;PRG3;BCL2;FN1;LTB4R1;IFI27L2A;TGM2;TPSB2;IL1R2;SRGAP3;TREM2;1700025G04RIK;LILRB4;GM4951;GFI1B;CMPK2;LTF;CTSS
POU2F2,28,1754,0.10852713178294573,0.0842337799548576,0.02429335182808813,0.10284070722652792,-1.481058866811193,3.368778020018741,PIRA4;SLC7A11;GPR171;ACPP;DAB2;CLEC4B1;HS3ST3B1;RSAD2;FGL2;PILRB1;GM14446;EGLN3;KLF9;PRG3;AMICA1;PMAIP1;ELTD1;EYA1;SCIN;GIMAP1;RTP4;RPE;STX3;FBXW17;RNASE6;GFI1B;PIRA11;ANKRD37
LEF1,29,1730,0.1124031007751938,0.08308120827930654,0.029321892495887264,0.06167085810330741,-1.0927956394157723,3.044467209675706,PHF11;IL18;SDC3;XDH;NKG7;PPM1H;MUC13;LY6C1;LPCAT2;STFA2L1;TMEM106A;P2RY6;EPHB2;PRG2;TRIM30A;ELTD1;MX2;UACA;TGM2;DNMT3L;LCN2;DLG3;TSC22D1;CSRP3;EPSTI1;MCPT4;CLDN15;IRGM1;LYZ1
POU2F1,26,1735,0.10077519379844961,0.08332132737837968,0.017453866420069936,0.18384594326375078,-1.79096327160536,3.0332777269627016,PIRA4;SLC7A11;ACPP;DAB2;PYDC4;CLEC4B1;RSAD2;FGL2;PILRB1;GM14446;EGLN3;TRIM30A;AMICA1;PMAIP1;ELTD1;PRKCB;EYA1;SCIN;GIMAP1;RTP4;STX3;FBXW17;DLK1;GFI1B;PIRA11;ANKRD37
CACYBP,28,1656,0.10852713178294573,0.07952744561302406,0.02899968616992167,0.06038229740286033,-0.9955557338933133,2.7945839878223624,PIRA1;PIRA4;IL18;VEGFA;IL27RA;CD177;CHPT1;TPSB2;NKG7;8430410A17RIK;LAT2;TMEM106A;OAS1G;MEIS1;P2RY6;MPEG1;HVCN1;AMICA1;MX1;MX2;LTB4R1;IGFBP7;MPO;STX3;LCN2;ANXA3;PIRA11;MYL10
REL,29,1752,0.1124031007751938,0.08413773231522835,0.028265368459965454,0.06981617487640181,-1.0459040877031696,2.7840811763219064,PIRA1;PIRA4;DHX58;EGFL7;IL18;PKIB;IFITM6;H2-Q6;SPINT1;CD59A;SRGAP3;HDC;CLEC4A1;CSF2RA;CLEC4B1;IFIT3;MOCOS;HOXA2;HOXA9;CLEC10A;GP49A;EGLN3;MS4A7;SORL1;LCN2;TSC22D1;MS4A6B;6430548M08RIK;PIRA11
NR5A1,18,1020,0.06976744186046512,0.04898429621092062,0.020783145649544497,0.08726906556148079,-1.0734779579821612,2.6179542731925896,ELANE;IL12A;OAS1A;CCL6;SLC11A1;NLGN2;IL1R2;ACPP;FBXW17;P2RY14;PYDC4;WHRN;PPM1E;S100A8;MUC13;FCGR1;2010005H15RIK;HOXA9
IKZF1,27,1674,0.10465116279069768,0.08039187436968737,0.024259288421010314,0.09874239077204175,-0.9470356137559126,2.192615618585246,EGFL7;MMP14;PHF11;VEGFA;IL27RA;BCL11A;IFI27L2A;TPSB2;SRGAP3;XDH;SLC15A3;HOXA7;HOXA9;IL12A;OAS1A;CAMP;PMAIP1;MX2;PRKCB;RTP4;DNMT3L;MARCKS;TREM3;TREX1;LYZ1;ELK3;CTSC
SND1,3,90,0.011627906976744186,0.004322143783316525,0.007305763193427661,0.10588255929030778,-0.9745184477022167,2.1882078226071355,MOCOS;H2-Q6;H2-Q8
NKX3-2,18,1122,0.06976744186046512,0.05388272583201268,0.015884716028452435,0.16200341558917405,-1.108331155562788,2.017315497755162,EGFL7;ELANE;DNAJC6;SLC7A11;CD177;ATP6V0A1;CMA2;ELTD1;MX2;CCL12;P2RY14;MS4A6C;TREX1;GFI1B;AATK;SLC15A3;SCARF1;LY6C1
FOXO3A,11,597,0.04263565891472868,0.02867022042933295,0.01396543848539573,0.12824783154669087,-0.955452198682022,1.9622988429021433,ISG15;GM5416;GAS7;PKIB;H2-Q6;H2-Q8;CLEC4B1;IFIT2;ELTD1;TMEM159;IRF7
SOX5,12,728,0.046511627906976744,0.034961340825049224,0.01155028708192752,0.19785584564888212,-1.1750472173673823,1.9038309670873952,CD200R3;STX3;FPR2;NGP;WHRN;RNASE6;GCA;FCER1A;CHI3L4;BCL11A;PMAIP1;LTF
ETV4,25,1773,0.09689922480620156,0.08514623253133555,0.011752992274866009,0.2808641084793629,-1.4042943431698536,1.7832913759565385,GAS7;MMP14;CCL2;CHI3L4;IL1R2;CD200R3;SESN1;NKG7;CLEC4B1;IFIT3;S100A9;CLEC4D;PKD2L1;HOXA2;MRGPRA2B;PILRB1;OAS1A;IFI44;LPXN;LY6F;EVI2A;TREM2;LYZ2;BC094916;MGST1
EN1,15,957,0.05813953488372093,0.04595879556259905,0.012180739321121882,0.21297044324764647,-0.9103247732728618,1.4079100121238297,GAS7;MEIS1;P2RY6;SPINT1;VEGFA;HVCN1;LY6F;NLGN2;ELTD1;CSF1R;TSC22D1;D14ERTD668E;PDLIM1;GFI1B;LAT2
PRDM1,4,196,0.015503875968992248,0.0094126686836671,0.0060912072853251484,0.23000662132103,-0.7475638990503943,1.0986551776948101,FGL2;EPSTI1;MX2;BC094916
HNF4A,8,461,0.031007751937984496,0.022138980934543532,0.008868771003440964,0.21813249373431257,-0.6916000594575057,1.0530666504001227,UBLCP1;ALDH3B1;HMGN3;VEGFA;CLEC5A;CSRP3;MYL10;LTF
SOX17,8,500,0.031007751937984496,0.024011909907314027,0.006995842030670468,0.2843307352522947,-0.8204700531736625,1.0318372162077958,PIRA1;STX3;NKG7;PDLIM4;CLEC4D;LILRB4;1700048O20RIK;FCER1A
CBEPB,42,3275,0.16279069767441862,0.15727800989290688,0.0055126877815117326,0.43080264666027657,-1.093703754125408,0.9210136078080045,PIRA4;ARMCX1;ABCB1B;BCL11A;EMR1;ZBP1;CCL12;XDH;CLEC4B1;GM14446;PRG2;UACA;AOAH;GIMAP1;TREM3;HOMER2;PIRA11;ANKRD37;ELK3;STFA1;CMPK2;STFA2;EGFL7;PHF11;IL18;PKIB;CCL3;H2-Q6;H2-Q8;SLC7A11;CHI3L3;HOXA2;HOXA5;HOXA9;FPR2;TRIM30A;CMA2;PMAIP1;P2RY14;WHRN;ANXA1;CTSC
FOS,24,1708,0.09302325581395349,0.08202468424338472,0.010998571570568771,0.29196797331658547,-0.6868708716152987,0.8456143976894321,PKIB;CCL7;IFITM6;H2-Q6;H2-Q8;JAKMIP1;CD59A;CSF1R;TPSB2;MOCOS;MUC13;LTF;ISG20;FGL2;DNAJC6;GM5483;GPNMB;KLF9;CAMP;DNMT3L;P2RY13;6430548M08RIK;CLDN15;AATK
STAT5B,25,1729,0.09689922480620156,0.08303318445949191,0.013866040346709643,0.24059972642574598,-0.5712020982972214,0.8137462831330772,GAS7;PKIB;CCL2;ABCB1B;NRP1;FN1;ARAP2;ACPP;ZBP1;CTNNAL1;NKG7;TSPAN17;HOXA2;LPCAT2;OAS1A;HMGN3;CMA1;PRKCB;DNMT3L;NGP;ANXA1;HOMER2;IRGM1;IRGM2;STAT2
IRF2,22,1706,0.08527131782945736,0.08192863660375546,0.0033426812257019017,0.4557019918446095,-0.9373699291477587,0.7366942218643742,MEF2C;NRAP;PKIB;SLC7A11;UBLCP1;DAB2;SESN1;CLEC4B1;DMWD;SLC15A3;DNAJC6;OAS1A;GM14446;GPNMB;GM5150;TRIM30A;CMA2;DLK1;H2AFY;EPSTI1;GM12250;CD24A
SMAD3,2,72,0.007751937984496124,0.00345771502665322,0.004294222957842904,0.22929761812357066,-0.46149906225764026,0.679665579984376,ISG20;TGM2
NFKB1,46,3284,0.17829457364341086,0.15771022427123854,0.020584349372172323,0.205627060625168,-0.3612028170085118,0.5713112940455843,SDC3;ABCB1B;VEGFA;EMR1;HDC;PPM1H;TSPAN17;MOCOS;SLC15A3;AI607873;IL12A;GM14446;MEIS1;GP49A;HVCN1;SORL1;GIMAP1;MARCKS;TREM2;H2AFY;CLDN15;ANKRD37;MYL10;PKIB;H2-Q6;H2-Q8;SLC7A11;CD177;UBLCP1;PYDC4;NKG7;IFIT3;IFIT2;PDLIM4;MUC13;CLEC10A;TMEM106A;RAB3D;VLDLR;SEPX1;EYA1;WHRN;MS4A6C;TSC22D1;CSRP3;STAT2
NR2F1,14,1021,0.05426356589147287,0.049032320030735245,0.0052312458607376225,0.38916304773461957,-0.4808945384802264,0.4538475279627958,MEF2C;MYADML2;CLEC10A;FCNB;PARP12;BCL11A;SORL1;PPM1H;IFIT3;MOCOS;6430548M08RIK;IGTP;STAT2;RSAD2
RORB,14,1020,0.05426356589147287,0.04898429621092062,0.00527926968055225,0.3877824303143961,-0.47904704924329733,0.4538064641743375,MEF2C;MYADML2;CLEC10A;FCNB;PARP12;BCL11A;SORL1;PPM1H;IFIT3;MOCOS;6430548M08RIK;IGTP;STAT2;RSAD2
NFYA,22,1748,0.08527131782945736,0.08394563703596984,0.0013256807934875214,0.5023468325934148,-0.6515060948606745,0.4485388154167317,SESN1;CLEC4B1;IFIT3;S100A8;LY6C1;MRGPRA2B;PILRB1;CLEC10A;OAS1A;IFI44;KLF9;GM5150;IGFBP7;AOAH;MARCKS;DLG3;MS4A6D;MCPT4;STAT1;STAT2;2010005H15RIK;BC094916
JUN,24,1699,0.09302325581395349,0.08159246986505307,0.011430785948900415,0.2832224875585436,-0.34747114151623537,0.4383426683681979,CCL2;GPR171;CD27;CTNNAL1;HDC;CSF2RA;PPM1H;PDLIM1;MRGPRA2B;DNAJC6;MEIS1;CAMP;AMICA1;PMAIP1;SORL1;NGP;MS4A6C;MS4A6D;TSC22D1;MS4A6B;ANXA3;GFI1B;AATK;STAT1
